OBJECTID,fips,Year_1983,Year_1984,Year_1985,Year_1986,Year_1987,Year_1988,Year_1989,Year_1990,Year_1991,Year_1992,Year_1993,Year_1994,Year_1995,Year_1996,Year_1997,Year_1998,Year_1999,Year_2000,Year_2001,Year_2002,Year_2003,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Sum_All_Years
116,21189,254.6690063,273.9429932,341.1099854,677.2479858,505.6549988,310.9890137,189.4989929,321.7380066,1038.9000244,132.7140045,193.4299927,73.2239990,161.3020020,171.2409973,105.8809967,50.4249992,30.8519993,22.3549995,37.0410004,48.4720001,104.5380020,73.7180023,35.8899994,61.6110001,514.6599731,56.5519981,34.4230003,947.4190063,68.8069992,20.0000000,0.0000000,6858.3056641
117,21193,6747.9780273,8870.8701172,5481.2460938,5755.1782227,5525.6430664,6480.4140625,7826.1547852,6084.5590820,5396.7412109,4372.1259766,6773.4360352,7734.0429688,7413.3662109,7232.9438477,10180.8291016,8016.1948242,6731.8349609,4816.3159180,5327.6582031,6066.5390625,7149.9428711,7632.3627930,8755.4921875,8318.6640625,8449.8925781,9006.3564453,9420.8369141,8344.2968750,7918.3032227,1768.0000000,5040.4580078,214638.6406250
118,21195,20889.3203125,22806.4609375,24918.6972656,27953.6777344,27968.9960938,28077.0507813,30750.6855469,30632.3984375,28279.5468750,27139.5058594,27550.5878906,30981.3925781,30800.0253906,27055.5664063,28097.6464844,28736.5957031,25784.2187500,20750.8906250,19453.6503906,18887.7851563,17609.7832031,20861.5585938,21238.2773438,18974.9765625,17705.3886719,15790.5195313,14437.6748047,15745.8027344,14982.5429688,2941.0000000,9030.1259766,696832.4375000
119,21199,251.3240051,321.1570129,183.0769958,242.6909943,779.8880005,531.1849976,914.1329956,1055.5389404,3.4619999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,549.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4831.4560547
120,21203,308.4979858,231.8159943,124.0940018,34.8419991,2.0000000,0.0000000,2.9830000,17.7910004,5.9809999,350.0000000,2.4890001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,60.8470001,60.9889984,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4.0000000,13.4410000,1219.7709961
121,21225,2243.2099609,1225.3360596,79.2480011,2590.8898926,3363.8559570,398.3909912,481.1300049,687.6090088,1521.3590088,896.0590210,1065.7819824,298.3970032,868.8889771,0.0000000,0.0000000,0.0000000,364.6019897,0.0000000,80.5520020,1458.2039795,976.4879761,0.0000000,115.4810028,24.1119995,2.6159999,0.0000000,1460.6330566,927.5209961,864.0089722,1300.0000000,0.0000000,23294.3710938
122,21233,1614.1839600,1367.6280518,1340.1839600,1813.1319580,1734.2070313,1233.4100342,1159.4759521,2155.0048828,1224.0930176,246.6000061,501.4410095,2225.5180664,1370.0019531,2270.3779297,1723.0620117,2638.6220703,496.5050049,102.8700027,203.0140076,631.3439941,1311.4809570,0.0000000,473.2430115,0.0000000,856.4479980,4.4790001,0.0000000,0.0000000,0.0000000,302.0000000,47.4580002,29045.7792969
123,21235,1494.4899902,1788.4639893,1746.0329590,5197.3559570,6181.4301758,3819.2299805,3164.6188965,3254.6970215,2195.2399902,1658.8649902,1342.0579834,1342.0520020,1735.2879639,1575.1639404,1016.9990234,209.1000061,270.1929932,175.9459991,333.8240051,204.2420044,816.7360229,309.4739990,416.4830017,256.3169861,229.7949982,370.8739929,336.2200012,355.1900024,559.7600098,143.0000000,496.8590088,42996.0039063
124,21237,10.0000000,315.8129883,535.6950073,550.3120117,288.1730042,50.0000000,32.6580009,46.0970001,326.4849854,560.7410278,597.3410034,491.6419983,12.1770000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,790.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,21.0000000,0.0000000,4628.1337891
125,22031,0.0000000,0.0000000,207.0070038,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,260.0000000,0.0000000,467.0070190
126,22069,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15.1079998,0.0000000,10.0000000,94.4049988,119.5130005
127,22081,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,102.7529984,440.0929871,410.0150146,554.9650269,460.2109985,765.8170166,838.1799927,786.7130127,0.0000000,974.0540161,716.6129761,773.0380249,912.3800049,609.2009888,563.6190186,540.4680176,598.4580078,783.1380005,504.0079956,558.5839844,681.8159790,0.0000000,0.0000000,0.0000000,0.0000000,12574.1240234
128,24001,550.5499878,713.5050049,530.7069702,2384.9108887,2297.5349121,1306.2929688,1074.3909912,1105.2550049,793.4080200,1185.9389648,813.6699829,555.7360229,886.5269775,596.5339966,1284.1839600,523.6699829,436.1900024,1229.4799805,1148.8640137,1626.1479492,1626.3540039,1708.6109619,1311.3060303,1471.7600098,1409.0350342,1920.4379883,1682.8919678,1813.2550049,2065.5979004,263.0000000,1396.7679443,37712.5156250
129,24023,2579.2539063,3342.4250488,2372.3920898,1391.1059570,797.5059814,682.5300293,696.3699951,437.7340088,380.5329895,329.7090149,343.9979858,411.9620056,449.7879944,546.2239990,511.0119934,412.9700012,568.7860107,649.9019775,811.5720215,572.7299805,177.5359955,370.4769897,1133.1230469,1266.7209473,892.1500244,939.5269775,622.5670166,771.9010010,871.1599731,213.0000000,528.5230103,26075.1855469
130,28019,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,18.4270000,901.9509888,603.8270264,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,211.0000000,0.0000000,1735.2050781
131,28069,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,251.5910034,251.5910034
132,29011,512.0079956,542.1190186,520.9019775,434.4469910,531.8350220,473.4440002,1380.5860596,0.0000000,115.9530029,106.9029999,100.3700027,255.7330017,198.2749939,87.6750031,73.4120026,111.4739990,72.9899979,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5518.1264648
133,29013,257.3049927,684.4920044,815.5650024,544.5999756,259.9899902,139.6340027,185.8439941,0.0000000,35.6259995,120.4380035,116.4250031,175.8130035,102.4820023,487.3020020,297.3299866,260.4219971,319.1969910,436.3359985,366.4349976,248.0160065,533.4409790,578.0650024,597.6179810,394.1000061,236.1069946,247.0489960,452.4559937,458.4769897,464.7380066,32.0000000,413.7030029,10261.0058594
134,29173,0.0000000,148.2740021,96.2750015,88.1110001,92.1419983,76.3720016,76.4980011,183.5829926,153.4620056,144.3659973,189.4450073,284.3680115,56.8989983,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1589.7951660
135,29175,82.8399963,399.1040039,1116.5400391,847.0419922,791.4010010,801.7390137,34.3750000,0.0000000,0.0000000,0.0000000,174.2030029,0.0000000,141.2989960,24.5970001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4413.1396484
136,29217,298.0000000,452.2210083,556.3280029,148.2189941,50.7719994,100.4000015,148.2440033,205.8990021,57.1829987,8.5400000,72.5849991,122.4290009,48.5859985,110.0680008,30.0020008,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2409.4760742
137,30003,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
138,30065,11.6650000,32.2439995,21.8950005,23.9150009,14.9480000,15.5419998,15.7600002,134.5520020,10.0349998,9.6499996,10.4139996,3.1380000,9.6280003,147.4349976,7.6580000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,31.9260006,157.5780029,162.2380066,320.8469849,47.1650009,168.2519989,775.5319824,0.0000000,0.0000000,320.0000000,0.0000000,2452.0168457
139,30083,210.7630005,229.1190033,211.6549988,237.2200012,276.9230042,224.8339996,287.8890076,229.6410065,283.1730042,247.5399933,291.1199951,323.3789978,297.2569885,256.4750061,242.0019989,329.0369873,274.6950073,371.9710083,340.4379883,328.0809937,368.8670044,381.9679871,330.4769897,378.1229858,358.3909912,354.8590088,342.5859985,351.5020142,354.6690063,14.0000000,354.1839905,9082.8378906
140,30087,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,390.0000000,0.0000000,390.0000000
141,35003,0.0000000,0.0000000,0.0000000,0.0000000,100.0360031,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,100.0360031
142,35007,638.0000000,1465.3819580,803.2009888,1674.3020020,1548.7030029,846.2059937,499.9580078,660.9370117,816.4210205,864.2639771,1698.6860352,949.7290039,639.8159790,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,660.1380005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,13765.7431641
143,35031,313.8739929,918.9030151,885.5050049,402.8850098,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,421.0000000,19.3950005,2961.5620117
144,35045,584.7319946,245.0670013,225.3289948,971.1569824,225.5090027,513.5980225,142.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,202.7960052,105.5080032,3.8039999,680.0960083,0.0000000,51.2970009,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,870.0000000,0.0000000,4820.8930664
145,38011,0.0000000,0.0000000,0.0000000,0.0000000,747.8189697,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,991.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1738.8189697
146,38055,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,469.0000000,0.0000000,469.0000000
147,38057,1406.2249756,1086.2969971,711.3189697,1173.7259521,622.5629883,875.6270142,547.5209961,744.4580078,1845.4570313,368.1539917,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,608.0000000,0.0000000,9989.3476563
148,38065,0.0000000,0.0000000,517.5880127,752.4089966,0.0000000,0.0000000,65.7009964,0.0000000,0.0000000,0.0000000,781.6370239,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,151.0000000,0.0000000,2268.3352051
149,39013,2975.0559082,3215.7189941,2694.7299805,2883.8239746,3340.6818848,2109.7209473,2480.9260254,2307.9299316,1923.8979492,1891.4809570,1959.0159912,1848.7540283,1218.0310059,1174.5660400,1634.7960205,1866.0679932,1006.7969971,898.4949951,2407.5500488,1999.1689453,1487.7719727,1551.3320313,1758.2850342,1370.0579834,1023.2910156,1075.5279541,325.1749878,112.4649963,1008.3820190,823.0000000,906.6309814,53279.1289063
150,39019,191.4790039,357.0979919,705.7399902,466.2330017,2269.5629883,540.9080200,882.0430298,1964.5639648,710.7109985,462.9289856,190.5800018,103.3639984,202.8359985,329.4240112,317.0629883,1137.0520020,159.6210022,45.0509987,114.2839966,145.9290009,235.6119995,413.8770142,504.6459961,505.7239990,386.7630005,149.0090027,85.3310013,135.9479980,199.5769958,47.0000000,238.2409973,14198.2001953
151,39029,1102.0329590,996.8400269,753.5529785,1045.2380371,1321.0529785,1419.2399902,1334.2469482,1311.4770508,1424.9429932,2109.3750000,1194.4899902,1643.6319580,956.0120239,569.2219849,779.1510010,706.0289917,503.7609863,498.2369995,611.6790161,505.8529968,691.4229736,499.1440125,432.5929871,979.9550171,293.7539978,350.9289856,119.7919998,91.6279984,130.0930023,49.0000000,38.7799988,24463.1640625
152,39031,418.9200134,1724.8809814,1402.7800293,1766.4489746,1683.3520508,1686.2629395,1110.1040039,2207.2729492,1274.4659424,1125.3360596,462.6579895,1869.6309814,883.8469849,757.3969727,368.3630066,232.6080017,99.5500031,57.5309982,56.4589996,251.6300049,423.7139893,441.8479919,418.6409912,211.2519989,1163.4250488,248.9530029,401.1910095,294.8320007,164.6719971,17.0000000,0.0000000,23225.0312500
153,39053,271.4689941,435.2409973,388.9549866,501.2349854,186.6849976,28.6520004,22.5580006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,189.1490021,268.4370117,333.4209900,405.8380127,220.6009979,202.7619934,221.0579987,271.2319946,166.9799957,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.0000000,0.0000000,4117.2729492
154,39059,407.7829895,580.7429810,395.6950073,222.8970032,273.4159851,190.0030060,147.5559998,174.7899933,351.4150085,574.4550171,405.7149963,374.0690002,271.6770020,302.2630005,480.6719971,152.7630005,513.7650146,20.4400005,682.0079956,58.9700012,0.0000000,2.7990000,0.0000000,0.0000000,3.6640000,0.0000000,21.1110001,236.9389954,213.3470001,0.0000000,165.0800018,7224.0351563
155,39067,2815.3720703,4608.4799805,3181.4541016,2186.4929199,1548.4870605,1348.3620605,1418.8210449,997.4660034,1771.7280273,3035.5180664,1511.0059814,2561.7670898,2171.7399902,294.6250000,704.2069702,1034.9639893,1580.1979980,1307.7989502,1454.2709961,1533.1719971,2676.9489746,2139.1899414,1915.5760498,3232.8439941,1391.2259521,1725.9429932,971.4199829,1164.5300293,1070.8950195,455.0000000,1053.4770508,54862.9843750
156,39073,555.6660156,544.7639771,212.4190063,165.6479950,92.9649963,88.5930023,237.8240051,256.2569885,112.2099991,122.0930023,6.1220002,1.4119999,1.1720001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2397.1450195
157,39075,300.7940063,346.3290100,326.9450073,453.2409973,549.4769897,729.2650146,592.5250244,581.6160278,471.3699951,242.5370026,196.0090027,436.0150146,206.3390045,175.3639984,121.9069977,23.4150009,173.8899994,167.3690033,176.2519989,9.7539997,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6280.4130859
158,39079,668.2189941,1022.5969849,1212.9919434,1333.9949951,1815.6390381,2469.8520508,1285.8890381,1540.8840332,936.5159912,1450.4010010,1266.5260010,2193.4020996,1083.5369873,1041.7320557,1147.4010010,1751.0589600,1422.3439941,1424.9210205,1575.5600586,843.7269897,382.4739990,159.4080048,394.1040039,443.7290039,348.9559937,373.6919861,375.0849915,370.0039978,390.6969910,45.0000000,96.1650009,30866.5058594
159,39081,1883.1219482,2106.1540527,2067.8081055,2129.8369141,2076.8798828,1967.6459961,1818.4110107,2122.9980469,2450.3820801,2035.7729492,1914.8470459,2179.4150391,765.5339966,833.2730103,906.7659912,680.2059937,716.8239746,881.9630127,954.4390259,858.4390259,1118.1540527,913.2869873,969.9849854,975.3599854,1667.9270020,933.9050293,846.1959839,434.2179871,1375.2189941,199.0000000,1749.5610352,42533.5273438
160,39087,415.3460083,411.0429993,411.0039978,290.0509949,379.7609863,1135.2280273,644.8079834,662.4080200,867.0180054,227.0809937,12.3190002,18.7950001,3.1580000,0.0000000,6.4400001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6.4210000,624.0000000,0.0000000,0.0000000,2.8120000,13.3780003,0.0000000,0.0000000,0.0000000,0.0000000,6131.0712891
161,39099,185.9400024,175.8439941,308.7690125,390.2860107,945.2559814,457.9230042,200.0500031,197.5700073,117.1620026,10.9469995,2.8620000,59.6459999,11.9759998,3.5940001,0.0000000,0.0000000,8.1940002,7.5149999,10.0850000,6.9340000,916.4749756,17.8840008,12.5850000,138.1309967,66.3860016,15.2629995,7.2410002,3.2520001,4.5479999,6.0000000,3.6159999,4291.9350586
162,39105,756.7869873,0.0000000,0.0000000,0.0000000,992.5759888,911.3699951,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,416.9320068,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,292.5499878,735.1669922,443.5520020,0.0000000,0.0000000,4548.9335938
163,39111,295.5249939,268.6690063,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,821.9780273,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,489.6310120,0.0000000,447.9649963,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,603.0000000,0.0000000,2926.7680664
164,39115,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,43.2430000,0.0000000,0.0000000,46.5489998,875.3499756,0.0000000,0.0000000,108.7779999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1073.9199219
165,39119,1984.1130371,1168.5050049,2079.1169434,1340.5219727,559.2990112,551.8140259,1221.9539795,488.0020142,1412.3730469,328.1140137,544.9530029,498.4869995,180.1009979,176.0149994,701.4069824,859.6279907,663.0969849,684.6979980,706.4749756,477.6419983,132.1329956,91.1449966,31.4330006,169.0420074,168.8979950,165.3150024,146.1119995,6.6510000,36.2999992,60.0000000,0.0000000,17633.3457031
166,39121,926.5880127,1061.2340088,987.2780151,901.6019897,892.9680176,1039.5860596,1469.8010254,1189.3170166,1158.1800537,1251.4930420,1095.6569824,951.6849976,822.5549927,857.4790039,761.2000122,840.7089844,716.9010010,369.5130005,549.8530273,453.1929932,361.4230042,489.6289978,500.9020081,571.2030029,616.8410034,791.0380249,771.7930298,774.6079712,739.7199707,89.0000000,485.1510010,24488.1015625
167,39127,402.9500122,620.2239990,463.8829956,476.5310059,574.0300293,1483.9079590,407.5599976,1382.9539795,202.2700043,261.5939941,423.5010071,490.6789856,975.7139893,1024.4859619,1234.1560059,990.4470215,958.8889771,971.0460205,0.0000000,825.4470215,773.4140015,710.8660278,816.3280029,904.3909912,1575.8609619,1052.3089600,2003.1280518,1219.6269531,1469.1960449,387.0000000,2404.4130859,27486.8007813
168,39145,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
169,39151,1078.9370117,948.2600098,700.7819824,549.3519897,990.7490234,524.1589966,205.2070007,194.9440002,555.0989990,282.2500000,222.5010071,390.5299988,542.7429810,1481.9050293,546.3829956,518.4420166,552.2039795,687.5720215,728.2639771,673.4530029,472.9700012,423.7959900,323.1350098,179.2769928,293.4530029,367.8750000,365.9939880,222.6540070,225.8439941,44.0000000,429.0690002,15721.8037109
170,39157,1545.5760498,1795.3149414,1714.7449951,2048.8730469,2210.2780762,4164.6699219,2244.4528809,2135.2719727,1944.4980469,2482.7250977,2369.4589844,2174.4860840,2779.9340820,1403.7099609,1316.5040283,1056.1280518,804.3679810,1375.4610596,840.9459839,852.6580200,990.6989746,1121.8220215,1347.5999756,1554.8659668,1643.9770508,1635.8020020,1755.4239502,1841.4990234,1599.4470215,181.0000000,1184.5400391,52116.7304688
171,39163,1696.4790039,1120.8819580,841.6439819,745.3839722,1094.9849854,2168.4790039,2194.4279785,1598.6590576,1394.7139893,1035.2790527,1056.2480469,2644.4179688,2110.1201172,928.4819946,480.7250061,349.2879944,1129.5019531,1198.8599854,341.6530151,1241.2679443,1080.4310303,1034.7869873,870.9879761,532.7050171,515.8270264,677.0510254,771.9829712,587.2459717,920.5999756,183.0000000,436.3840027,32982.4960938
172,39167,234.0000000,251.5200043,186.2680054,141.4900055,203.4239960,153.3090057,1028.8819580,62.1539993,0.0000000,0.0000000,0.0000000,12.6289997,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2273.6760254
173,39169,54.9850006,38.5709991,11.9270000,27.5170002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,133.0000000
174,40035,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,189.9199982,161.7200012,194.0619965,166.5050049,237.5690002,184.1369934,237.7940063,288.3819885,302.4989929,367.8039856,298.2210083,260.5740051,226.0460052,46.9379997,75.0739975,34.0000000,28.4410000,3299.6857910
175,40061,428.2669983,730.6420288,607.9229736,540.8129883,419.4370117,407.8900146,220.9270020,181.9969940,482.2080078,328.6549988,0.0000000,29.5979996,16.2539997,0.0000000,201.2599945,640.7260132,614.1680298,521.7860107,512.6870117,405.5310059,506.0469971,436.6050110,408.8169861,350.5690002,138.9770050,169.3359985,123.7659988,140.6920013,203.6069946,30.0000000,206.7899933,10005.9765625
176,40077,192.9799957,362.9079895,482.6570129,216.6419983,793.3259888,245.7050018,242.9550018,230.9190063,282.7999878,312.4479980,407.3739929,310.8460083,221.9239960,192.6679993,273.5239868,301.6889954,116.4520035,16.2269993,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5204.0439453
177,40079,420.5020142,305.8779907,272.0180054,216.2850037,36.0019989,78.5009995,95.5690002,114.6910019,458.5559998,531.0939941,945.8670044,1118.3990479,1308.6519775,1183.9589844,1132.6789551,340.5650024,509.4939880,709.7620239,784.3930054,743.3430176,694.5889893,905.4379883,931.9489746,1059.2469482,983.0659790,863.9299927,534.6329956,600.2780151,608.9099731,85.0000000,657.8679810,19231.1152344
178,40105,101.4589996,116.0999985,171.6029968,0.0000000,0.0000000,165.6829987,0.0000000,372.3619995,231.0760040,175.3710022,41.4930000,151.1979980,158.9869995,187.3200073,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,216.5500031,226.9779968,0.0000000,22.8139992,212.8170013,254.0870056,49.0000000,240.1399994,3095.0378418
179,40111,198.5290070,0.0000000,0.0000000,7.9039998,5.5200000,4.9889998,45.4860001,113.9560013,36.3810005,65.5429993,104.3590012,141.8179932,31.2140007,6.3800001,6.1789999,4.4159999,5.0279999,4.9250002,4.4650002,2.9110000,3.2290001,4.9600000,4.8750000,4.1939998,693.0000000,1.1720001,644.0000000,1.9740000,2.9870000,1.0000000,2.5580001,2153.9523926
180,40131,621.6320190,843.2100220,494.5469971,1074.2449951,1297.4770508,622.9680176,344.2430115,492.1870117,132.3809967,139.5670013,113.0210037,0.0000000,0.0000000,0.0000000,188.9940033,212.2200012,221.7489929,168.3139954,175.3350067,70.3740005,123.5569992,156.8480072,208.3569946,0.0000000,0.0000000,168.4839935,48.3019981,7.7119999,0.0000000,0.0000000,0.0000000,7925.7241211
181,42003,1490.8919678,1617.6419678,1415.6760254,1516.1409912,1047.2979736,1167.0260010,1166.6800537,1902.0560303,2225.8989258,590.6820068,52.5340004,1283.3449707,346.8309937,13.5400000,340.4280090,214.2389984,710.8040161,115.1760025,200.0000000,75.0000000,100.0000000,30.0000000,42.2179985,134.0910034,98.1890030,121.4079971,203.5229950,549.3499756,64.8909988,11.0000000,27.1940002,18873.7519531
182,42005,3609.0400391,4630.9140625,3230.9370117,4495.7558594,6581.4609375,4876.6372070,6304.7729492,7035.1489258,7522.3608398,5744.9199219,4970.7109375,3700.3139648,4961.2138672,2912.9760742,4363.6728516,5495.2578125,3958.6179199,3969.5371094,4255.3232422,4356.5039063,4789.5498047,5007.1860352,5306.6718750,3739.8959961,4421.7412109,3704.1499023,1887.1309814,2334.3469238,3707.3820801,340.0000000,2383.7929688,134597.9062500
