OBJECTID,fips,Year_1983,Year_1984,Year_1985,Year_1986,Year_1987,Year_1988,Year_1989,Year_1990,Year_1991,Year_1992,Year_1993,Year_1994,Year_1995,Year_1996,Year_1997,Year_1998,Year_1999,Year_2000,Year_2001,Year_2002,Year_2003,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Sum_All_Years
50,17145,908.3720093,0.0000000,1456.8740234,1594.7919922,1079.8139648,1315.9279785,1453.2469482,1739.7559814,830.1900024,681.7630005,1485.6989746,1277.8480225,936.6589966,3.0409999,0.0000000,19.8929996,0.0000000,73.0680008,396.4630127,440.0599976,375.2550049,577.8439941,1108.8690186,1476.7559814,1497.9849854,1117.6970215,1158.4730225,1628.3819580,1798.7669678,318.0000000,1212.7259521,27964.2226563
51,17157,1598.2869873,1094.3160400,1339.1850586,932.3140259,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,777.3020020,2102.4221191,0.0000000,0.0000000,13.0209999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,507.7380066,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,140.1130066,311.0000000,980.9420166,9796.6406250
52,17165,1957.7929688,3442.1550293,3179.2858887,2624.6440430,3442.9851074,2401.6579590,1743.5389404,2529.6059570,2044.5820313,1440.5649414,502.6719971,0.0000000,852.3920288,1251.6750488,908.6619873,215.1289978,680.3090210,0.0000000,0.0000000,251.7680054,707.6339722,662.5640259,718.2860107,792.6669922,847.8150024,709.4279785,701.9459839,1365.3470459,300.9140015,1645.0000000,694.6079712,38615.6328125
53,17167,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,312.0000000,0.0000000,312.0000000
54,17169,0.0000000,0.0000000,299.8020020,685.0440063,762.7039795,796.2890015,560.3389893,644.1829834,636.0889893,630.6350098,584.1519775,603.1160278,504.1889954,414.7669983,6.7179999,409.5289917,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7537.5556641
55,17183,65.8639984,156.8549957,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,129.9579926,635.4429932,795.0380249,769.6069946,991.8220215,32.9770012,1900.2010498,1785.7719727,999.6409912,879.6729736,204.1929932,0.0000000,0.0000000,214.6269989,0.0000000,0.0000000,0.0000000,0.0000000,9561.6708984
56,17185,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7.5910001,333.2630005,95.7050018,16.8630009,339.3489990,1323.9229736,0.0000000,977.5819702,0.0000000,0.0000000,94.0000000,0.0000000,3188.2758789
57,17189,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,152.2120056,387.2560120,36.6440010,592.4409790,0.0000000,0.0000000,0.0000000,18.1030006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,286.0000000,0.0000000,1472.6560059
58,17193,30.8999996,237.9940033,684.3770142,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,337.3049927,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,315.0000000,0.0000000,1605.5759277
59,17199,1111.6560059,322.2040100,295.1229858,1091.5849609,482.9249878,1540.1280518,21.5359993,55.7980003,240.9909973,296.4280090,26.5130005,0.0000000,41.7169991,668.0999756,46.1450005,0.0000000,21.0219994,0.0000000,23.3950005,276.2990112,267.3940125,82.6399994,0.0000000,94.1709976,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,179.0000000,0.0000000,7184.7705078
60,18021,1168.6689453,430.2030029,213.9510040,279.2080078,355.6449890,1736.5739746,2118.5090332,2288.5239258,1806.4129639,1830.6910400,1521.9809570,1843.8480225,1177.9539795,1892.5469971,907.8060303,245.4089966,69.8610001,17.7999992,647.4210205,1149.7989502,1083.0720215,927.9940186,955.1220093,372.6979980,0.0000000,0.0000000,71.5130005,25.1000004,0.0000000,9.0000000,119.8860016,25267.1992188
61,18025,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,208.4770050,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,208.4770050
62,18027,3821.3020020,3351.8549805,3808.8200684,3871.3669434,4327.3408203,4449.7128906,4670.7729492,4785.1088867,4063.0869141,4954.5659180,3519.0258789,3293.7990723,1892.2519531,1790.1519775,2035.4420166,1079.1340332,1259.9100342,1040.7790527,778.9010010,345.4750061,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,30.6389999,532.2550049,1325.3000488,1251.5889893,260.0000000,991.3090210,63529.9023438
63,18037,916.2180176,742.0579834,484.2260132,563.2280273,729.7210083,643.2639771,580.5529785,551.0300293,575.5510254,454.5880127,502.4660034,609.5410156,457.8500061,369.7640076,373.1539917,249.7369995,72.7500000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,79.9950027,673.5349731,845.6519775,0.0000000,0.0000000,0.0000000,91.0000000,0.0000000,10565.8818359
64,18051,25.3369999,84.0240021,348.1449890,552.1539917,800.9099731,621.7479858,1237.2309570,1090.0610352,143.4989929,821.1459961,489.1919861,501.4859924,9.8230000,1045.7259521,854.8170166,597.8469849,1369.7690430,1101.1569824,1461.0920410,1243.5749512,565.4639893,1673.9709473,612.4630127,461.6239929,1126.3010254,0.0000000,435.7319946,0.0000000,0.0000000,896.0000000,822.5689697,20992.8613281
65,18055,1490.5579834,2425.3720703,1385.2509766,1362.1929932,1064.8380127,2031.9029541,1336.0059814,1145.6070557,1007.7579956,2086.0729980,1643.3380127,1478.4060059,1464.8170166,840.8790283,847.0139771,892.4869995,761.9489746,589.3660278,921.3040161,280.2850037,337.2479858,217.5970001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,3.0000000,0.0000000,25613.2500000
66,18071,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,53.2280006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,53.2280006
67,18083,502.6659851,884.2719727,501.4460144,984.0579834,722.7379761,463.0079956,621.6090088,358.7460022,521.1589966,781.3489990,1537.0389404,612.3359985,1323.5429688,2258.8869629,1997.8940430,2209.1650391,2408.2509766,2389.3588867,2653.2980957,2581.1850586,1505.7189941,2462.4299316,1870.3039551,1708.3830566,2292.8149414,2017.4379883,1595.5909424,1176.9549561,1061.8759766,683.0000000,1160.7349854,43847.2539063
68,18119,150.1459961,307.9729919,256.2000122,256.8909912,354.6029968,44.4449997,3.7660000,52.9000015,834.0000000,0.0000000,164.7359924,329.1359863,353.7059937,412.5350037,968.5759888,502.5859985,0.0000000,73.7630005,280.5299988,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5346.4916992
69,18121,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,77.5520020,215.7610016,135.3999939,122.9739990,85.2149963,6.0840001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,642.9859619
70,18123,0.0000000,0.0000000,67.2399979,88.6439972,18.8160000,0.0000000,0.0000000,0.0000000,87.6829987,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.4930000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,263.8760071
71,18125,683.9860229,874.4310303,944.3980103,643.1699829,969.6079712,1383.3959961,742.0739746,1035.5179443,1116.6190186,2121.4389648,351.1619873,1116.8239746,1356.7989502,1175.1440430,1297.3840332,2650.7639160,1494.0000000,1355.8599854,1288.5290527,1326.1519775,1463.4959717,1475.2189941,1718.9079590,2331.4719238,2312.2770996,1893.8950195,1674.9599609,1654.8430176,1580.2869873,570.0000000,1969.3640137,42571.9765625
72,18147,1265.0410156,1543.2159424,982.8759766,796.0739746,831.6640015,665.7089844,535.0739746,1507.8310547,627.3829956,981.9959717,970.6820068,799.4400024,195.8139954,0.0000000,0.0000000,233.5460052,204.4140015,0.0000000,199.0950012,411.9729919,336.0620117,311.1570129,217.4309998,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,13616.4785156
73,18153,1833.1309814,1427.3669434,2108.5559082,798.1510010,964.6489868,976.9370117,1245.6619873,782.0150146,888.0720215,0.0000000,638.5949707,657.4349976,671.7540283,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,874.7420044,15.4740000,27.5949993,0.0000000,106.6979980,58.7989998,0.0000000,0.0000000,928.0000000,21.6739998,15025.3037109
74,18167,1394.8730469,1269.1739502,805.2999878,1403.1350098,1064.4069824,1154.6130371,1414.7189941,1359.0510254,1105.4980469,860.5209961,0.0000000,910.6680298,0.0000000,121.8659973,0.0000000,0.0000000,91.8850021,0.0000000,82.6689987,377.5889893,396.9809875,417.9100037,448.9859924,530.7130127,548.8359985,474.9469910,485.7099915,494.6979980,425.6130066,16.0000000,21.9039993,17678.2675781
75,18169,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,182.0820007,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,182.0820007
76,18173,468.4419861,770.9990234,867.7089844,940.0679932,971.6339722,1162.4100342,417.6279907,1574.4040527,1024.0360107,598.5200195,960.6699829,1073.9589844,1163.5820313,1336.7910156,1157.3020020,1199.6290283,984.7299805,13.1739998,4.9120002,15.8839998,133.3679962,43.3059998,18.1849995,7.6810002,726.6690063,865.1690063,991.5310059,447.8009949,546.8880005,479.0000000,1056.4379883,22022.5214844
77,19125,64.4449997,104.7419968,105.9420013,93.4840012,199.9429932,243.6199951,390.8500061,380.5650024,343.9039917,289.0989990,175.0559998,46.2070007,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2437.8571777
78,20011,236.7689972,164.5379944,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,70.6500015,170.6580048,254.0769958,210.9429932,180.9669952,184.8119965,132.6909943,37.2570000,6.0000000,22.1499996,1671.5120850
79,20021,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
80,20037,410.4599915,695.2169800,505.8460083,1058.6519775,621.4749756,455.9400024,626.0399780,720.5830078,415.9479980,362.6780090,341.2099915,284.4939880,284.7890015,232.2729950,91.4120026,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7107.0175781
81,20107,461.3070068,418.0599976,487.9169922,953.7059937,0.0000000,279.8210144,229.5000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,268.1430054,340.5989990,408.6910095,201.0370026,176.0639954,204.6479950,153.6519928,0.0000000,0.0000000,171.9199982,209.4929962,48.2789993,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5012.8369141
82,21013,4116.5991211,4813.3017578,4576.0019531,5043.1850586,5361.5078125,7897.7348633,6433.8598633,5794.0571289,5434.5991211,5222.6040039,6296.0019531,4694.8281250,5126.5991211,5044.4282227,4928.0268555,5480.5239258,4732.2509766,2932.8310547,2582.1179199,2519.0319824,2081.2329102,1372.2359619,1094.5250244,2703.2910156,3541.0480957,3360.3669434,2069.8710938,2877.8959961,1594.2840576,485.0000000,1193.0500488,121402.8828125
83,21019,206.6779938,331.3020020,1044.2740479,924.3519897,137.7769928,244.6340027,602.6329956,312.9590149,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,11.1400003,47.0000000,0.0000000,0.0000000,0.0000000,0.0000000,272.1019897,406.1809998,54.0000000,0.0000000,4595.0322266
84,21025,2493.5520020,2998.5539551,2777.3811035,2336.8029785,3499.6230469,2714.2800293,2508.6721191,1831.5389404,2091.2958984,3782.2089844,1920.4139404,2181.4990234,2504.9729004,1162.6479492,915.3120117,1230.0570068,976.5310059,1025.6259766,1302.6779785,1435.0469971,1751.1409912,924.5070190,1460.6939697,2512.0979004,2169.8911133,2021.1619873,904.7340088,959.8309937,834.5980225,123.0000000,574.7979736,55925.1484375
85,21031,1203.6340332,1505.2910156,1715.7519531,1776.7819824,959.4450073,1371.2900391,954.2390137,1137.5179443,628.9600220,44.3129997,59.9189987,25.5249996,169.5800018,244.3659973,116.8720016,9.1230001,0.0000000,16.6599998,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,11939.2695313
86,21033,111.8720016,58.8219986,33.9799995,56.8310013,19.7539997,24.2719994,47.5559998,0.0000000,0.0000000,182.0939941,182.6860046,8.7080002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,726.5750732
87,21043,101.7819977,230.9989929,101.5579987,514.5109863,523.0209961,1126.9730225,108.9800034,109.5839996,14.6829996,13.7659998,3.7850001,0.0000000,0.0000000,0.0000000,0.0000000,8.8400002,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.4560003,24.5330009,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2893.4711914
88,21047,0.0000000,210.1909943,225.5630035,274.9960022,298.9689941,268.8309937,540.1729736,909.6019897,1014.3120117,1353.4370117,1578.7929688,1534.3020020,3.1870000,32.1529999,0.0000000,550.1669922,333.3340149,194.2449951,404.4559937,118.7829971,0.0000000,0.0000000,0.0000000,6.8410001,0.0000000,4.2030001,0.0000000,0.0000000,0.0000000,2.0000000,0.0000000,9858.5380859
89,21051,1667.9470215,2196.9020996,1462.7500000,2403.7971191,3212.5529785,2467.3220215,1622.1860352,2028.6949463,2708.1550293,2737.5061035,718.3099976,1540.0450439,257.1669922,98.4540024,337.8489990,372.9159851,85.8389969,9.2240000,259.2340088,602.6929932,318.1600037,1421.5050049,241.5440063,771.3629761,980.4310303,245.7380066,1002.8900146,487.9620056,1144.2810059,66.0000000,182.7120056,33652.1367188
90,21059,1042.5739746,1395.3940430,1160.7130127,1197.4219971,1328.9060059,1173.7860107,1538.4040527,1435.6219482,1404.5830078,1450.9880371,1911.2500000,1130.8249512,741.5280151,894.0020142,731.1550293,881.5869751,808.1300049,674.0079956,75.4290009,246.9109955,78.8740005,0.0000000,0.0000000,0.0000000,231.7389984,342.1000061,407.0339966,373.9540100,405.4869995,46.0000000,484.5690002,23592.9707031
91,21063,434.3739929,704.7119751,416.1820068,229.4499969,639.5780029,197.6069946,512.6179810,240.4149933,226.5039978,12.1110001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,39.4599991,9.1850004,0.0000000,37.6300011,5.0890002,0.0000000,47.3839989,4.0000000,46.4210014,3802.7197266
92,21065,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8890001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8890001
93,21071,5146.0380859,7220.5258789,7697.0249023,12546.9980469,9611.2666016,9900.0947266,10911.7089844,9866.2792969,8281.2783203,8690.7500000,7547.2680664,8455.0849609,7466.6640625,7791.5390625,5304.2509766,6202.6582031,3624.6799316,2678.2871094,3501.3469238,2870.0859375,3192.7019043,3732.3410645,3297.7939453,3909.0620117,4493.3339844,5875.7587891,3159.0239258,1943.7679443,3158.9279785,592.0000000,3999.1389160,182667.7031250
94,21089,25.5330009,52.4309998,117.9520035,1989.4229736,813.0479736,716.2830200,89.8629990,719.9359741,694.4550171,960.4530029,184.5540009,9.8809996,1.4190000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,6375.2309570
95,21095,8276.4169922,10854.5976563,10151.3496094,8695.3808594,11810.9443359,12502.7597656,12802.3359375,15862.8281250,10295.8818359,12771.0742188,9521.1308594,9793.9824219,8438.6240234,5754.9931641,6961.8198242,5711.8681641,7439.8378906,8770.2128906,9972.3320313,8225.2402344,7031.3007813,10358.3066406,9654.1640625,11818.6484375,9204.2988281,9885.7617188,11263.2646484,10681.0986328,9873.3007813,1770.0000000,4512.4580078,290666.2500000
96,21101,139.7989960,0.0000000,927.5700073,691.7990112,249.8090057,527.9719849,1833.3530273,1090.1219482,661.2880249,649.9799805,0.0000000,2138.2451172,2701.9541016,2083.7009277,1231.6989746,1428.6080322,51.5079994,0.0000000,0.0000000,0.0000000,0.0000000,116.0800018,85.1770020,81.2239990,56.5299988,60.9370003,0.0000000,0.0000000,0.0000000,189.0000000,13.6630001,17010.0195313
97,21107,4828.3999023,5985.3549805,4403.2060547,4721.5161133,3551.8369141,3722.8820801,4904.4057617,5004.2578125,6013.5561523,3356.5900879,4216.2402344,4868.9570313,4336.7509766,4303.5351563,4900.7089844,5583.3828125,3506.0410156,3363.7429199,1844.9010010,1144.6250000,1421.2760010,1315.6610107,2246.0019531,666.7960205,768.6270142,450.5079956,337.8120117,55.7859993,45.0690002,1365.0000000,690.9110107,93924.3359375
98,21109,253.8809967,387.5239868,280.3399963,865.4439697,657.5339966,327.5530090,272.5899963,126.2249985,58.3019981,84.4089966,88.9489975,88.7929993,31.3810005,0.0000000,300.0000000,2.5320001,3.7160001,0.0000000,0.0000000,23.2779999,31.3880005,46.6969986,51.7290001,61.3810005,71.1859970,45.1419983,30.3859997,27.4619999,0.0000000,0.0000000,0.0000000,4217.8222656
99,21115,428.7560120,988.0189819,416.8670044,1363.3439941,1737.9350586,2089.3840332,1222.9360352,1472.1350098,1821.4210205,1684.0190430,1378.5989990,1368.8809814,2452.5620117,2454.9951172,1635.2390137,1252.9010010,1183.9510498,490.6340027,1142.4790039,512.8930054,475.1610107,987.7319946,1251.0340576,1349.7249756,542.1760254,1028.3929443,772.8519897,153.7200012,236.3899994,107.0000000,434.3659973,34436.4960938
100,21119,5486.3559570,6947.3032227,7842.0361328,9330.8212891,7729.8291016,6342.2148438,9057.6435547,8647.8632813,9792.0634766,8574.6123047,8938.7832031,10791.4648438,9301.5781250,8073.4008789,9351.0371094,9064.9169922,9720.1884766,9168.9042969,11451.0517578,8827.4169922,7298.5717773,7121.2719727,6674.4389648,5318.7480469,5380.1791992,6356.2138672,6821.8369141,4691.2788086,5225.1840820,535.0000000,1837.1400146,231699.3593750
101,21121,863.8150024,1337.7440186,1461.2020264,8288.0234375,2970.4750977,2840.9951172,2932.2749023,2751.0600586,3969.3339844,1277.9720459,920.6129761,1159.1870117,1459.9730225,467.0920105,1182.6929932,651.1599731,521.7579956,1257.1920166,425.4760132,2256.0729980,2387.4199219,757.7570190,1073.1159668,1178.0269775,232.4120026,442.5960083,523.8969727,493.8680115,315.7080078,190.0000000,386.0830078,46974.9960938
102,21125,1303.3060303,724.5579834,376.4249878,1854.2340088,178.8659973,85.2570038,606.2529907,90.6039963,7.7600002,21.0359993,194.9889984,69.9850006,10.6320000,52.4370003,0.0000000,0.0000000,50.2859993,29.2999992,27.7789993,34.1119995,53.3510017,81.2249985,153.5509949,134.8999939,83.6640015,445.5409851,3.3199999,0.0000000,0.0000000,13.0000000,32.9319992,6719.3017578
103,21127,693.2009888,867.5989990,1496.5749512,2006.3330078,2233.7519531,399.2699890,982.0490112,173.4389954,26.0540009,23.6930008,3.0000000,243.2870026,591.8070068,68.8840027,174.2619934,129.7059937,412.5180054,120.3450012,629.2520142,1500.6209717,1466.4429932,1729.8170166,2603.9899902,1986.0090332,1518.7340088,621.5679932,742.4619751,154.4669952,63.1110001,92.0000000,654.3859863,24408.6367188
104,21129,56.3139992,258.6220093,212.2510071,121.3789978,68.0490036,215.9340057,174.6170044,114.6029968,219.4450073,138.7079926,46.0000000,16.7880001,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,2.5490000,48.8580017,17.7539997,18.3969994,3.2000000,24.0839996,0.0000000,0.0000000,1.0230000,0.0000000,0.0000000,0.0000000,0.0000000,1758.5749512
105,21131,4961.1250000,5800.5991211,6362.1020508,7022.2231445,5513.4819336,4157.7060547,4296.8540039,5800.7778320,4514.6362305,2880.1960449,2722.7089844,2596.0000000,4306.1992188,4066.1369629,4275.7250977,3036.9020996,2087.2990723,2726.9130859,2750.4489746,1456.8249512,1942.9379883,3403.3090820,4125.0268555,5133.4370117,4549.7309570,4620.2250977,3813.3549805,3694.4609375,4217.7841797,759.0000000,2028.5080566,119622.6328125
106,21133,3271.9509277,5785.8691406,6028.2500000,9064.8232422,8341.7080078,7434.6347656,8317.9648438,8868.8750000,7581.8720703,6678.4550781,6419.0097656,6662.9760742,7533.2680664,7001.4951172,7892.9677734,8568.7714844,6785.7890625,7971.4482422,9854.6562500,8922.3271484,6674.2070313,7506.4531250,8519.5322266,8148.3720703,6140.8759766,5898.2270508,6213.0322266,4113.2128906,5559.8300781,775.0000000,2351.5959473,210887.4531250
107,21139,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,55.0000000,0.0000000,55.0000000
108,21147,753.7800293,887.3209839,1184.4620361,1416.5560303,420.9679871,28.1100006,1.6849999,3.3350000,3.3670001,62.1699982,129.4429932,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,42.0000000,0.0000000,4933.1967773
109,21149,46.3969994,209.0339966,248.5149994,102.4889984,758.3090210,231.4049988,468.1380005,221.0720062,215.8399963,199.1399994,152.4530029,635.6220093,448.7229919,194.1840057,1104.4460449,539.6740112,584.5000000,0.0000000,268.4750061,277.0450134,35.9690018,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.0000000,0.0000000,6951.4296875
110,21153,2359.8081055,2350.3911133,2041.9289551,2019.2480469,2122.4040527,2437.4970703,2765.0700684,1548.3719482,694.4739990,1080.1960449,679.9329834,1053.5419922,1004.8579712,977.8969727,148.0659943,819.0689697,0.0000000,0.0000000,0.0000000,19.5109997,66.6139984,747.9650269,1292.4200439,857.2680054,1124.3570557,1921.5980225,1750.1140137,1279.4830322,1723.4150391,296.0000000,2444.5339355,37626.0312500
111,21157,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
112,21159,9573.1289063,11237.7187500,10809.6757813,11680.1660156,9866.8349609,8716.3212891,8447.2099609,8175.2807617,6326.9501953,6771.6020508,6796.9130859,8220.2978516,6483.3730469,6413.8681641,7288.3671875,9706.6992188,5882.2080078,6154.8139648,4724.4028320,5930.8271484,5013.1279297,3329.1860352,2307.7028809,3887.1960449,3690.5229492,4087.8789063,4976.6938477,3906.0439453,3959.0400391,992.0000000,1678.4019775,197034.4531250
113,21175,347.8930054,507.8110046,415.9800110,1344.7850342,2960.2958984,65.5459976,0.0000000,4.2230000,24.4139996,3.4660001,0.0000000,0.0000000,0.0000000,705.0020142,500.0000000,0.0000000,36.9319992,55.2700005,41.3429985,11.0299997,0.0000000,22.2019997,11.6910000,456.3859863,21.0310001,204.5319977,83.0250015,0.0000000,0.0000000,0.0000000,0.0000000,7822.8574219
114,21177,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,323.1359863,1342.9899902,1548.4570313,1777.4250488,2384.5859375,2457.4741211,1836.4479980,1876.6839600,2080.7590332,1880.8189697,1941.3640137,2141.9370117,1953.0789795,974.2839966,1072.3160400,628.0000000,280.2869873,26500.0429688
115,21183,4377.0649414,3194.1799316,2821.3010254,2445.0039063,2200.7429199,890.8729858,1658.3759766,1627.5129395,1407.5040283,1288.9119873,2213.3400879,1897.3110352,3515.4040527,2142.2919922,1476.2419434,342.7890015,130.7619934,296.3099976,106.4089966,359.5899963,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1391.0550537,1462.5379639,1008.1389771,1835.3680420,662.0000000,1599.7979736,42350.8203125
