Historic Coal Production Data: 2001,,,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons),Average Employees,Labor Hours
2001,1518446,Sassafras 10,Kentucky (East),Knott,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Gemco Energies, Inc.","P.O. Box 249, Stanville, KY 41659",,"30,744",23,"9,835"
2001,1518491,Auger Mine No. 32,Kentucky (East),Knott,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"B&h Coal Co., Inc.","P.O. Box 221, Jackson, KY 41339",,"2,239",3,259
2001,1514730,Sugartree,Kentucky (East),Knox,Appalachia Central,Active,Underground,Contractor,Mine only,Headache Coal Company Inc,"P.O. Box 269, Barbourville, KY 40906",,"37,185",12,"25,691"
2001,1517288,#1,Kentucky (East),Knox,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Girdner Mining Company, Inc.","P.O. Box 1328, Barbourville, KY 40906",,"23,733",7,"12,710"
2001,1517603,No. 4,Kentucky (East),Knox,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Mallie Coal Company, Inc.","8442 Hwy 6, Corbin, KY 40701",,"20,318",7,"10,872"
2001,1517691,Mine #9,Kentucky (East),Knox,Appalachia Central,Active,Underground,Contractor,Mine only,Minton Hickory Coal Co,"P.O. Box 1733, Corbin, KY 40702",,"96,298",26,"57,493"
2001,1517812,Mine # 2,Kentucky (East),Knox,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,F-M Coal Corp,"P O Box 1733, Corbin, KY 40702",,"38,981",12,"15,518"
2001,1517909,Stoney Fork Mine No. 2,Kentucky (East),Knox,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,G & P Contractors Inc,"P.O. Box 269, Barbourville, KY 40906",,"31,896",13,"16,003"
2001,1517967,Hubbs Creek Job,Kentucky (East),Knox,Appalachia Central,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Whymore Coal Company Inc,"P.O. Box 2726, London, KY 40743",,"13,118",7,"5,609"
2001,1518176,Goodin Creek,Kentucky (East),Knox,Appalachia Central,Active,Underground,Contractor,Mine only,"Headache Coal Co., Inc.","P.O. Box 188, Barbourville, KY 40906",,"39,935",14,"29,138"
2001,1518261,No. 2,Kentucky (East),Knox,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"D&r Coal, Inc.","Hc 73, Box 168, Barbourville, KY 40906",,"45,348",14,"28,086"
2001,1518304,No. 1 Mine,Kentucky (East),Knox,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Pc Contracting, Inc.","14 Lake View Drive, Barbourville, KY 40906",,"1,365",3,"1,610"
2001,1518395,Bob Bray Mountain Mine,Kentucky (East),Knox,Appalachia Central,Active,Surface,Contractor,Mine only,"Csb Ii, Inc","P.O. Box 1409, Somerset, KY 42502",,"77,299",21,"20,138"
2001,1507305,Denham & Lewis,Kentucky (East),Laurel,Appalachia Central,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Ruby Coal Co Of London, Inc.","P.O. Box 157, East Bernstad, KY 40729",,0,11,"21,487"
2001,1510042,#1 Strip,Kentucky (East),Laurel,Appalachia Central,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40741",,"27,779",13,"6,654"
2001,1510789,Colona Synfuel Plant,Kentucky (East),Lawrence,Appalachia Central,Active,Surface,Indepedent Producer Operator,Preparation Plant,Colona Synfuel Limited Partner,"P.O. Box 308, Ceredo, WV 25507",,0,16,"33,527"
2001,1510789,Colona Synfuel Plant,Kentucky (East),Lawrence,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Colona Synfuel Limited Partner,"P.O. Box 308, Ceredo, WV 25507",,0,4,"8,382"
2001,1516116,No. 1 Surface,Kentucky (East),Lawrence,Appalachia Central,Active,Surface,Contractor,Mine only,K-Jac Energy Inc.,"Box 1384, Paintsville, KY 41240",,"92,561",6,"12,511"
2001,1517937,No 1,Kentucky (East),Lawrence,Appalachia Central,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,Broken Ridge Llc,"P.O. Box 249, Ashland, KY 41105",,"88,663",12,"32,473"
2001,1518220,Mine 1,Kentucky (East),Lawrence,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,M & G Coal Sales Inc,"3535 Helton Court, Catlettsburg, KY 41129",,"29,627",9,"15,340"
2001,1518371,Evans Fork Job,Kentucky (East),Lawrence,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Miller Brothers Coal Inc,"25 Clydean Drive, Leburn, KY 41831",,"414,401",32,"64,312"
2001,1518443,#2,Kentucky (East),Lawrence,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Sundance Mining, Inc.","P.O. Box 249, Stanville, KY 41659",,"4,000",4,"1,408"
2001,1518465,#1 Surface,Kentucky (East),Lee,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Dylan Mining Llc,"P.O. Box Po Bo, Litt Carr, KY 41834",,"2,549",4,"1,719"
2001,1502502,Shamrock #18 Series,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Shamrock Coal Company, Inc.","1374 Highway 192 East, London, KY 40741",,"1,153,374",130,"320,924"
2001,1511065,No 4,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corporation,"1374 Highway 192 East, London, KY 40741",,"1,297,646",84,"222,932"
2001,1511564,No. 61,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Bledsoe Coal Corp.,"1374 Hwy 192 East, London, KY 40741",,0,12,"22,708"
2001,1511835,No. 1,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Bledsoe Coal Corp.,"1374 Hwy 192 East, London, KY 40741",,0,29,"69,702"
2001,1512753,Polls Creek #11,Kentucky (East),Leslie,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Calvary Coal Co., Inc.","P.O. Box 893, Hyden, KY 41749",,"77,448",24,"43,976"
2001,1514057,Mine # 49,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Contractor,Mine only,"Tic Energy, Inc.","P.O. Box 549, Wooton, KY 41776",,"48,188",21,"26,522"
2001,1515682,Pine Mtn Prep Plant,Kentucky (East),Leslie,Appalachia Central,Mine closed by MSHA,Underground,Operating Subsidiary,Preparation Plant,Straight Creek Coal Resources,"P.O. Box 38, Beverly, KY 40913",,0,11,"25,319"
2001,1516098,Beech Fork Coal Prep. Facility,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,"Shamrock Coal Company, Inc.","1374 Hwy 192 East, London, KY 40741",,0,32,"81,559"
2001,1516349,Mine No. 4,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Contractor,Mine only,"Calvary Coal Co., Inc.","P.O. Box 893, Hyden, KY 41749",,"386,132",49,"121,771"
2001,1517298,No. 67,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corporation,"1374 Highway 192 East, London, KY 40741",,"337,789",23,"57,458"
2001,1517437,Greasy Creek #15,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Contractor,Mine only,"Calvary Coal Company, Inc.","P.O. Box 893, Hyden, KY 41749",,"207,826",58,"112,911"
2001,1517695,Greasy Creek #16,Kentucky (East),Leslie,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,"Calvary Coal Company, Inc","29501 Mayo Trail, Catlettsburg, KY 41129",,"197,932",36,"61,206"
2001,1517746,Camp Creek Surface Mine No. 24,Kentucky (East),Leslie,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Leslie Resources Inc.,"1021 Tori Dr., Hazard, KY 41701",,"1,258,196",101,"269,878"
2001,1517853,Big Laurel #3,Kentucky (East),Leslie,Appalachia Central,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,"446,105",34,"97,946"
2001,1517961,Feds Creek Mine,Kentucky (East),Leslie,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corp,"1374 Highway 192 East, London, KY 40741",,"372,046",40,"62,841"
2001,1518336,Austin Coal Inc #1,Kentucky (East),Leslie,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Austin Coal Inc,"5 Ste 9, Whitesburg, KY 41858",,"69,014",13,"23,815"
2001,1518376,Beechfork Mine,Kentucky (East),Leslie,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Bledsoe Coal Corporation,"Hc 82, Box 351a, Big Laurel, KY 40808",,"314,641",52,"56,344"
2001,1518409,Robin Branch Surface Mine,Kentucky (East),Leslie,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Associated Contracti,"P.O. Box Po Bo, West Liberty, KY 41472",,"258,104",49,"45,044"
2001,1518438,Hyd No 5,Kentucky (East),Leslie,Appalachia Central,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Island Fork Construction Ltd,"P.O. Box 402, Hoskinston, KY 40824",,"1,042",16,"9,057"
2001,1518442,Auger Mine #28,Kentucky (East),Leslie,Appalachia Central,Active,Surface,Contractor,Mine only,B & H Coal Company Inc,"P.O. Box 221, Jackson, KY 41339",,"20,418",2,"1,265"
2001,1518450,Hurricane Mine,Kentucky (East),Leslie,Appalachia Central,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,"Aaron Coal Company, Llc","458 Village Lane, Hazard, KY 41701",,"7,025",1,178
2001,1518462,Auger Mine No.30,Kentucky (East),Leslie,Appalachia Central,"Active, men not working, not producing",Surface,Indepedent Producer Operator,Mine only,"B & H Coal Company, Inc","P.O. Box 221, Jackson, KY 41339",,"6,739",3,"1,406"
2001,1507232,Koyle Branch Mine No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Coastal Coal Company Llc,"117 Madison Avenue Suite, Whitesburg, KY 41858",,"240,878",39,"86,197"
2001,1508978,Premium,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cook And Sons Mining Inc,"147 Big Blue Blvd, Whitesburg, KY 41858",,"599,205",95,"234,018"
2001,1509784,Cheyenne Loadout,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Preparation Plant,Cheyenne Resources Inc,"318 Ky Ave, Norton, VA 24273",,0,7,"20,929"
2001,1511121,Roxana Prep Plant,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Operating Subsidiary,Preparation Plant,"Coastal Coal Company, Llc","117 Madison Ave, Suite B, Whitesburg, KY 41858",,0,2,"3,699"
2001,1511121,Roxana Prep Plant,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,"Coastal Coal Company, Llc","117 Madison Ave, Suite B, Whitesburg, KY 41858",,0,31,"70,275"
2001,1512914,Sapphire Prep Plant,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Preparation Plant,Cook & Sons Mining Inc,"147 Big Blue Blvd, Whitesburg, KY 41858",,0,10,"23,139"
2001,1512914,Sapphire Prep Plant,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Cook & Sons Mining Inc,"147 Big Blue Blvd, Whitesburg, KY 41858",,0,19,"42,971"
2001,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Operating Subsidiary,Preparation Plant,Consol Of Kentucky Inc,"P.O. Box 130, Mousie, KY 41839",,0,7,"15,892"
2001,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Consol Of Kentucky Inc,"P.O. Box 130, Mousie, KY 41839",,0,21,"50,325"
2001,1516580,Auger Mine #6,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Contractor,Mine only,B & H Coal Company Inc,"P.O. Box 221, Jackson, KY 41339",,"31,149",5,"8,032"
2001,1516812,Mine #6,Kentucky (East),Letcher,Appalachia Central,Mine closed by MSHA,Surface,Operating Subsidiary,Mine only,Carbon River Coal Corp,"318 Ky Ave, Norton, VA 24273",,"41,381",10,"27,686"
2001,1516898,Uz Mine,Kentucky (East),Letcher,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Nu Enterprise Corp,"P.O. Box 189, Isom, KY 41824",,"1,474",6,"1,920"
2001,1516908,#9,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Simpson Mining Co Inc,"23 Old Beech Fork Rd, Slemp, KY 41763",,"24,899",17,"3,197"
2001,1517364,Pe Letcher County,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"P.O. Box 130, Myra, KY 41549",,"1,513,802",98,"268,303"
2001,1517571,Hip-High Mine No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Coastal Coal Company Llc,"117 Madison Avenue Suite, Whitesburg, KY 41858",,"206,708",40,"85,967"
2001,1517586,Mine No 1,Kentucky (East),Letcher,Appalachia Central,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,Ben Hollow Mining Inc,"P.O. Box 1388, Pound, VA 24279",,"17,168",8,"15,692"
2001,1517602,Mine #1,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,"M & D Pipeline, Inc.","7 South Fork, Allen, KY 41601",,"30,516",7,"4,668"
2001,1517605,Lynn Branch Mine No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Coastal Coal Company Llc,"117 Madison Avenue Suite, Whitesburg, KY 41858",,"347,139",49,"105,367"
2001,1517623,Letcher County Augers,Kentucky (East),Letcher,Appalachia Central,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Goldens Creek Enterprises Inc,"11016 Hwy 92 East, Williamsburg, KY 40769",,"2,649",3,415
2001,1517633,No 6,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Sister Bear Mining Inc,"P.O. Box 100, Jonancy, KY 41538",,"70,601",6,"12,763"
2001,1517657,Left Fork Mine,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Contractor,Mine only,Fairbanks Coal Company Inc,"9 Hughes Dr, Millstone, KY 41838",,"288,163",34,"80,532"
2001,1517714,Cook & Sons,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Earnest Cook & Sons Mining Inc,"84 Cookville Road, Whitesburg, KY 41858",,"50,351",8,"15,872"
2001,1517720,Mill Creek E-3,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Consol Of Kentucky Inc,"P.O. Box 130, Mousie, KY 41839",,"687,539",68,"162,643"
2001,1517768,Joe's Branch #2,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Contractor,Mine only,Meade & Shepherd Coal Company,"12816 Hwy 160, Whitesburg, KY 41858",,"240,169",37,"97,900"
2001,1517785,Surface Job #3,Kentucky (East),Letcher,Appalachia Central,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,Kannan Mining Company Inc,"203 Main St.  Ste. 202, Whitesburg, KY 41858",,"23,375",10,"17,418"
2001,1517896,Sandlick,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cook & Sons Mining Inc,"147 Big Blue Boulevard, Whitesburg, KY 41858",,"367,880",44,"114,387"
2001,1517993,#7,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co,"5363 Collins Highway, Pikeville, KY 41501",,"313,088",46,"116,143"
2001,1518038,No. 37,Kentucky (East),Letcher,Appalachia Central,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Hi Wall Mining Contractors Inc,"Box 2160, Pikeville, KY 41502",,"8,971",5,"1,734"
2001,1518083,Auger #23,Kentucky (East),Letcher,Appalachia Central,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,B & H Coal Company Inc,"P.O. Box 221, Jackson, KY 41339",,"4,935",2,710
2001,1518096,Mine #1,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Contractor,Mine only,Asher's Quality Coal Corp,"3887 Hwy 699, Cornettsville, KY 41731",,"29,861",6,"13,600"
2001,1518109,No 2 Deep,Kentucky (East),Letcher,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Clas Coal Co Inc,"P.O. Box 35, Deane, KY 41812",,"125,800",27,"39,748"
2001,1518161,Black Thunder Mine #3,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Coastal Coal Company Llc,"117 Madison Avenue Suite, Whitesburg, KY 41858",,"317,302",69,"157,524"
2001,1518168,No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Star Services Corp,"P.O. Box 443, Phelps, KY 41553",,"29,807",16,"16,680"
2001,1518191,Johnson Branch # 2,Kentucky (East),Letcher,Appalachia Central,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","Box 151, Stoney Fork, KY 40988",,"9,234",19,"18,052"
2001,1518208,#6,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Kannan Mining Company Inc,"5 Ste Shady Dr, Whitesburg, KY 41858",,"108,973",21,"45,993"
2001,1518209,Rockhouse E-3 Mine,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Jarisa Inc,"P.O. Box 536, Neon, KY 41840",,"217,250",43,"88,602"
2001,1518212,Rhoades Branch H-4,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Consol Of Kentucky Inc,"P.O. Box 130, Mousie, KY 41839",,"802,534",66,"158,667"
2001,1518216,River Ridge,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Contractor,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,"565,531",38,"115,098"
2001,1518231,Wiley-Shelby Fork,Kentucky (East),Letcher,Appalachia Central,Mine closed by MSHA,Surface,Operating Subsidiary,Mine only,Consol Of Kentucky Inc,"P.O. Box 130, Mousie, KY 41839",,"338,700",33,"84,587"
2001,1518233,No 8,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co Inc,"5363 Collins Highway, Pikeville, KY 41501",,"165,097",34,"80,328"
2001,1518236,Gordon No 1,Kentucky (East),Letcher,Appalachia Central,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,"114,358",27,"45,174"
2001,1518238,Spring Branch No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cook & Sons Mining Inc,"147 Big Blue Boulevard, Whitesburg, KY 41858",,"56,519",23,"39,359"
2001,1518244,Auger Mine #26,Kentucky (East),Letcher,Appalachia Central,Mine closed by MSHA,Surface,Contractor,Mine only,B & H Coal Company Inc,"P.O. Box 221, Jackson, KY 41339",,"88,111",5,"8,909"
2001,1518258,Mine No 4,Kentucky (East),Letcher,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,Garrett Mining Inc,"P.O. Box 262, Toler, KY 41569",,"205,190",39,"51,637"
2001,1518282,Mine No. 5,Kentucky (East),Letcher,Appalachia Central,Temporarily closed,Underground,Contractor,Mine only,Garrett Mining Inc,"Box 262, Toler, KY 41569",,"10,526",31,"8,375"
2001,1518303,Mine No 10,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Reedy Coal Co Inc,"P.O. Box 40, Deane, KY 41812",,"891,197",65,"164,153"
2001,1518306,Red Star Mine No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Coastal Coal Company Llc,"117 Madison Avenue Suite, Whitesburg, KY 41858",,"360,741",80,"155,905"
2001,1518308,Polly Surface,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Sapphire Mining Inc,"147 Big Blue Blvd, Whitesburg, KY 41858",,"386,569",54,"108,567"
2001,1518323,Doty Creek,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,"403,206",39,"96,255"
2001,1518329,Carrion Branch Mine No. 1,Kentucky (East),Letcher,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Gentec Processing Inc,"117 Madison Avenue Suite, Whitesburg, KY 41858",,"26,940",13,"9,596"
2001,1518340,Mine No 4,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,North Fork Coal Corp,"P.O. Box 2560, Wise, VA 24293",,"282,972",27,"35,501"
2001,1518416,No 4 Auger,Kentucky (East),Letcher,Appalachia Central,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,C & K Augering Inc,"167 Right Greasy Camp St, Shelbiana, KY 41562",,720,4,120
2001,1518330,Cypress Creek,Kentucky (West),Mclean,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,Pond River Coal Llc,"P.O. Box 667, Calhoun, KY 42327",,"268,475",29,"55,014"
2001,1505106,Preparation Plant,Kentucky (East),Martin,Appalachia Central,Active,Surface,Operating Subsidiary,Preparation Plant,Martin County Coal Corp,"P.O. Box 5002, Inez, KY 41224",,0,8,"19,148"
2001,1505106,Preparation Plant,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Martin County Coal Corp,"P.O. Box 5002, Inez, KY 41224",,0,12,"28,721"
2001,1506268,Pevler Plant,Kentucky (East),Martin,Appalachia Central,Active,Surface,Indepedent Producer Operator,Preparation Plant,Pinnacle Processing Inc.,"P.O. Box 399, Lovely, KY 41231",,0,21,"51,062"
2001,1506268,Pevler Plant,Kentucky (East),Martin,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Pinnacle Processing Inc.,"P.O. Box 399, Lovely, KY 41231",,0,19,"47,135"
2001,1507295,Job-17 West,Kentucky (East),Martin,Appalachia Central,Active,Surface,Indepedent Producer Operator,Mine only,17 West Mining Inc,"2000 Ashland Drive, Ashland, KY 41101",,"1,746,347",111,"272,533"
2001,1508413,Mine No. 1,Kentucky (East),Martin,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Excel Mining, Llc","Hc67, Box 615, Pilgrim, KY 41250",,"572,421",137,"153,133"
2001,1509571,Mine No. 2,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Excel Mining, Llc","Hc67, Box 615, Lovely, KY 41250",,"1,184,342",176,"442,972"
2001,1511005,Mtr Surface Mine,Kentucky (East),Martin,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Martin County Coal Corp,"P.O. Box 5002, Inez, KY 41224",,"2,166,882",122,"318,433"
2001,1514324,Preparation Plant,Kentucky (East),Martin,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Excel Mining Llc,"Hc67, Box 615, Pilgrim, KY 41250",,0,23,"52,002"
2001,1516761,No. 5,Kentucky (East),Martin,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Gentec Processing, Inc.","P.O. Box 68, Isom, KY 41824",,"11,827",18,"11,116"
2001,1516823,Peach Orchard Mine No. 1,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Levisa Fork Mining Company,"P.O. Box 191, Dunlow, WV 25511",,"617,334",43,"107,168"
2001,1517559,No. 1,Kentucky (East),Martin,Appalachia Central,Temporarily closed,Underground,Contractor,Mine only,"Coalburg Enterprises, Inc.","P.O. Box 399, Lovely, KY 41231",,"342,209",21,"28,535"
2001,1517865,No. 4,Kentucky (East),Martin,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Long Fork Development Inc,"P.O. Box 480, Lovely, KY 41231",,"5,336",4,"2,619"
2001,1517954,Bear Branch Preparation Plant,Kentucky (East),Martin,Appalachia Central,Active,Surface,Operating Subsidiary,Preparation Plant,Levisa Fork Mining Company,"General Delivery, Ulysses, KY 41264",,0,1,"1,005"
2001,1517954,Bear Branch Preparation Plant,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Levisa Fork Mining Company,"General Delivery, Ulysses, KY 41264",,0,21,"49,226"
2001,1517962,No 2,Kentucky (East),Martin,Appalachia Central,Active,Underground,Contractor,Mine only,Starlight Coal Inc,"Hc 82 Box 41, Deane, KY 41812",,"86,065",21,"39,858"
2001,1518076,No 3,Kentucky (East),Martin,Appalachia Central,Active,Surface,Contractor,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,"355,278",26,"73,697"
2001,1518119,White Cabin No. 5 Mine,Kentucky (East),Martin,Appalachia Central,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Martin County Coal Corp.,"P.O. Box 5002, Inez, KY 41224",,"49,932",11,"11,186"
2001,1518120,17-West Preparation Plant,Kentucky (East),Martin,Appalachia Central,Active,Surface,Indepedent Producer Operator,Preparation Plant,17 West Mining Inc,"P.O. Box 2805, Pikeville, KY 41502",,0,12,"28,423"
2001,1518127,No 49,Kentucky (East),Martin,Appalachia Central,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Hi-Wall Mining Contractors Inc,"P.O. Box 2160, Pikeville, KY 41502",,"4,769",5,771
2001,1518128,No.2,Kentucky (East),Martin,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Beech Fork Processing Inc.,"P.O. Box 190, Lovely, KY 41231",,"860,748",61,"151,770"
2001,1518170,No. 3,Kentucky (East),Martin,Appalachia Central,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Beech Fork Processing Inc.,"P.O. Box 399, Lovely, KY 41231",,"106,070",16,"20,987"
2001,1518279,No. 5,Kentucky (East),Martin,Appalachia Central,Active,Underground,Contractor,Mine only,"Long Fork Developement, Inc.","Rt. 292, Lovely, KY 41231",,"219,543",23,"60,345"
2001,1518298,No. 3,Kentucky (East),Martin,Appalachia Central,Active,Underground,Contractor,Mine only,"Coalburg Enterprises, Inc","Rt. 292, Lovely, KY 41231",,"357,205",24,"48,665"
2001,1518307,No. 18,Kentucky (East),Martin,Appalachia Central,Active,Underground,Contractor,Mine only,"Eagle Coal Company, Inc.","Rt. 292, Lovely, KY 41231",,"209,309",25,"65,800"
2001,1518326,No 4,Kentucky (East),Martin,Appalachia Central,Active,Surface,Contractor,Mine only,Mayo Resources Inc,"Rt 292, Lovely, KY 41231",,"336,055",21,"58,168"
2001,1518366,White Cabin No. 6 Mine,Kentucky (East),Martin,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Martin County Coal Corp.,"P.O. Box 5002, Inez, KY 41224",,"197,525",23,"44,137"
2001,1518384,No 5,Kentucky (East),Martin,Appalachia Central,Active,Surface,Contractor,Mine only,Mayo Resources Inc,"Rte 292, Lovely, KY 41231",,"219,330",14,"19,517"
