Year,MSHA ID,Mine Name,MineState,MineCounty,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1996,102838,Hebron Mine,Alabama,Bibb,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke,"200 Cahaba Park S Ste 11, Birmingham, AL 35242",Non-Union,"32,735"
1996,102836,Crane Hill,Alabama,Cullman,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Myers Coal Company,"5516 Mccaleb Drive, Dora, AL 35062",Non-Union,"64,738"
1996,103062,D & W Mine #1,Alabama,Cullman,Appalachia Southern,Active,Surface,-,Mine only,"Black Warrior Minerals, Inc.","P O Box 1190, Sumiton, AL 35148",-,"17,129"
1996,100759,North River #1 Mine Undergroun,Alabama,Fayette,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway Coal Mn,"22794 P&m Mining Road, Berry, AL 35546",United Mine Workers of America,"2,066,258"
1996,103021,Mine No. 3,Alabama,Jackson,Appalachia Southern,Active,Surface,-,Mine only,"Highland Mining Company, Inc.","No. 3 Eagle View, Shoal Creek, AL 35242",-,"65,811"
1996,100323,Chetopa,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",United Mine Workers of America,"605,024"
1996,100445,Ebs Construction Inc Bradford,Alabama,Jefferson,Appalachia Southern,Active,Surface,-,Mine only,"Ebs Construction, Inc.","P O Box 532, Mccalla, AL 35111",-,"38,706"
1996,100627,Flat Top Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",United Mine Workers of America,"905,900"
1996,100758,No 3-Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"4301 Sealy Ann Mt. Road, Adger, AL 35006",United Mine Workers of America,"2,073,820"
1996,100851,Oak Grove Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,U. S. Steel Mining Company Llc,"P O Box 2200, Bessemer, AL 35021",-,"2,820,487"
1996,102354,Lindbergh,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,"C & H Mining Company, Inc.","P O Box 70250, Tuscaloosa, AL 35407",-,"215,385"
1996,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35501",United Mine Workers of America,"3,417,799"
1996,102951,Majestic,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Rjr Mining Company, Inc.","2870 Old Rocky Ridge S10, Birmingham, AL 35243",Non-Union,"57,305"
1996,102792,Pit #35,Alabama,Marion,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Alabama Land And Mineral Corp.,"P O Box 68, Adger, AL 35006",-,"20,852"
1996,102882,North Goodwin Creek Mine,Alabama,Marion,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"P. B. Coal, Inc.","P O Box 531, Oakman, AL 35579",Non-Union,"16,783"
1996,103008,Mine No. 10,Alabama,Marion,Appalachia Southern,Active,Surface,-,Mine only,Alabama Land & Minerals Corp.,"P O Box 68, Adger, AL 35006",-,"92,421"
1996,103024,Kivette Mine,Alabama,Marion,Appalachia Southern,Active,Surface,-,Mine only,"Abston Construction Co., Inc.","15964 Highway 216, Brookwood, AL 35444",-,"60,519"
1996,102908,Boone No. 1,Alabama,Shelby,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,"Oak Mountain Energy, L.l.c.","Post Office Box 1005, Alabaster, AL 35007",Non-Union,"804,560"
1996,103067,Kodiak No. 2,Alabama,Shelby,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,"Oak Mountain Energy, L.l.c.","Post Office Box 1359, Pelham, AL 35124",-,"73,231"
1996,101247,No 4 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"14730 Lock 17 Road, Brookwood, AL 35444",United Mine Workers of America,"2,251,017"
1996,101322,No 5 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"12972 Lock 17 Road, Brookwood, AL 35444",United Mine Workers of America,"525,066"
1996,101401,No 7 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"18069 Hannah Creek Road, Brookwood, AL 35444",United Mine Workers of America,"2,464,893"
1996,102880,Area #6 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Operating Subsidiary,Mine only,Alabama Land And Mineral Corp.,"P O Box 68, Adger, AL 35006",Non-Union,"523,800"
1996,103013,Kellerman-Peterson Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",United Mine Workers of America,"177,341"
1996,103031,Three Forks Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,-,Mine only,"Andros Mining Company, Inc.","P O Drawer 99, Oneonta, AL 35121",-,"3,612"
1996,103053,Hogsick Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,-,Mine only,"Tuscaloosa Resources, Inc.","P O Box 531187, Birmingham, AL 35253",Non-Union,"120,204"
1996,100515,Mary Lee No. 1 Mine,Alabama,Walker,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P.O.Box 1549, Jasper, AL 35502",United Mine Workers of America,"1,114,944"
1996,101270,Cedrum Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",United Mine Workers of America,"1,279,080"
1996,101362,Manchester Mine,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Black Warrior Minerals, Inc.","P O Box 1190, Sumiton, AL 35148",-,"318,652"
1996,102817,Dogtown Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Haley Bros. & Partridge Coal,","P O Box 322, Haleyville, AL 35565",Non-Union,"86,737"
1996,102849,Wolf Creek,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Taft Coal  Sales & Associates,","P O Box 328, Oakman, AL 35579",Non-Union,133
1996,102866,Flatwood Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Dulin Energies, Inc.","1581 Manvel Hill Road, Cordova, AL 35550",Non-Union,"83,769"
1996,102873,Mine #6,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Highland Mining Company, Inc.","#3 Eagle View, Shoal Creek, AL 35242",Non-Union,"18,095"
1996,102891,Sipsey Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"M.s. & R. Equipment Co., Inc.","2361 Cumberland Lake Roa, Pinson, AL 35126",-,"69,581"
1996,102922,Mine #8,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Lost Creek Coal Co., Inc.","Rt 5 Box 540, Jasper, AL 35501",Non-Union,"19,610"
1996,102944,Mine No. 10,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Egypt Contracting Co., Inc.","P O Drawer 170, Empire, AL 35063",Non-Union,"24,714"
1996,102972,Pocahontas,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Egypt Contracting Co., Inc.","P O Box 280, Carbon Hill, AL 35549",-,"82,979"
1996,102983,Coal Creek #2,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Russell Coal, Inc.","P O Box 3187, Jasper, AL 35502",United Mine Workers of America,"178,965"
1996,102996,Aldridge Mine #1,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"New Acton Coal Mining Co., Inc","70 Beck Green Road, Warrior, AL 35180",Non-Union,"214,849"
1996,103004,Miner Hollow Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","200 Cahaba Park So.Ste11, Birmingham, AL 35242",Non-Union,"76,161"
1996,103015,Wolf Creek North,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,Taft Coal Sales & Associates I,"P O Box 328, Oakman, AL 35579",Non-Union,"73,290"
1996,103016,Wolf Creek Mine #2,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Taft Coal Sales & Associates I,"P O Box 328, Oakman, AL 35579",Non-Union,"195,832"
1996,103019,Surface Mine #1,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35501",-,"113,118"
1996,103034,Copeland,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Uptown Motors, Inc.","P O Box 432, Jasper, AL 35502",-,"33,411"
1996,103037,Blue Ridge,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Taft Coal Sales & Associates,","P O Box 328, Oakman, AL 35579",-,"501,517"
1996,103051,Aldridge Mine No. 3,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"New Acton Coal Mining Company,","70 Beck Green Road, Warrior, AL 35180",Non-Union,"67,722"
1996,103056,Cane Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Beaird Mining & Mineral Co., I","P O Box 100, Cordova, AL 35550",Non-Union,"17,827"
1996,103058,Burton Bend Mine,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Black Creek Land & Minerals, I","P O Box 36947, Birmingham, AL 35236",-,"287,359"
1996,103059,"Frontier Processing, Inc.",Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Frontier Processing, Inc.","Post Office Box 137, Sipsey, AL 35584",-,"1,203"
1996,103061,Fancy Lump Mine,Alabama,Walker,Appalachia Southern,Active,Surface,-,Mine only,"Treadway, Inc.","Route 3, Box 171-C, Jasper, AL 35501",-,"43,632"
1996,103079,Elk River Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","200 Cahaba Park S. Ste11, Birmingham, AL 35242",-,"17,859"
1996,102630,Hoggle Ridge Mine,Alabama,Winston,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Haley Bros & Partridge Coal Co,"P O Box 322, Haleyville, AL 35565",Non-Union,"9,394"
1996,102639,Hickory Grove,Alabama,Winston,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Mann Steel Products        .,"P O Box 531044, Birmingham, AL 35253",Non-Union,"191,402"
1996,5000030,Usibelli,Alaska,-,Western,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc.,"P.O. Box 1000, Healy, AK 99743",Teamsters,"1,480,789"
1996,200533,Black Mesa,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"1300 South Yale, Flagstaff, AZ 86001",United Mine Workers of America,"4,204,908"
1996,201195,Kayenta,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"1300 South Yale, Flagstaff, AZ 86001",United Mine Workers of America,"6,236,855"
1996,301535,Mine No. 3,Arkansas,Johnson,Interior,Active,Surface,Indepedent Producer Operator,Mine only,"Russ & Sons, Inc.","P.O. Box 1609, Greenwood, AR 72936",-,"9,335"
1996,301650,Mine #2,Arkansas,Johnson,Interior,Active,Surface,Indepedent Producer Operator,Mine only,R&s Coal Co.,"P.O. Box 377, Scranton, AR 72863",Non-Union,"7,075"
1996,301758,Scott Branch H.e.s.,Arkansas,Scott,Interior,Inactive,Surface,Indepedent Producer Operator,Mine only,"Scott Branch H.e.s., Inc.","P.O. Box 685, Poteau, OK 74953",-,215
1996,301569,Penny #1,Arkansas,Sebastian,Interior,Active,Surface,Indepedent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",-,"2,795"
1996,301716,Sugarloaf Slurry Mine,Arkansas,Sebastian,Interior,Inactive,Surface,Indepedent Producer Operator,Mine only,B & J Coal Co.,"1700 Woods Rd., Hackett, AR 72937",-,"1,521"
1996,504184,Bowie Mine #1,Colorado,Delta,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Bowie Resources Limited,"P. O. Box 1119, Paonia, CO 81428",-,"602,695"
1996,503455,Southfield Mine,Colorado,Fremont,Western,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Energy Fuels Coal, Inc.","P.O. Box 459, Florence, CO 81226",Non-Union,"170,387"
1996,503672,West Elk Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Mountain Coal Co.,"P.O. Box 591, Somerset, CO 81434",Non-Union,"5,986,138"
1996,503787,Bear #3 Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Indepedent Producer Operator,Mine only,Bear Coal Company Inc.,"P.O. Box 518, Somerset, CO 81434",United Mine Workers of America,"335,764"
1996,504452,Sanborn Creek Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,"Oxbow Carbon & Minerals, Inc.","P.O. Box 535, Somerset, CO 81434",Non-Union,"1,152,932"
1996,500266,King Coal Mine,Colorado,La Plata,Western,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"National King Coal, Llc","4424 County Road 120, Hesperus, CO 81326",Non-Union,"198,855"
1996,502820,Golden Eagle,Colorado,Las Animas,Western,Active,Underground,Operating Subsidiary,Mine only,"Basin Resources, Inc.","14300 Highway 12, Weston, CO 81091",United Mine Workers of America,"128,731"
1996,500281,Roadside South Portal,Colorado,Mesa,Uinta Region,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,Powderhorn Coal Company,"P.O. Box 1430, Palisade, CO 81526",Non-Union,"361,934"
1996,503012,Roadside North Portal,Colorado,Mesa,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Powderhorn Coal Company,"P.O. Box 1430, Palisade, CO 81526",Non-Union,"263,953"
1996,502838,Trapper Mine,Colorado,Moffat,Uinta Region,Active,Surface,Operating Subsidiary,Mine only,Trapper Mining Inc.,"P.O. Box 187, Craig, CO 81626",International Union of Operation Engineers,"2,007,700"
1996,502962,Colowyo,Colorado,Moffat,Uinta Region,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L.p.,"5731 State Highway 13, Meeker, CO 81641",Non-Union,"5,713,565"
1996,500299,New Horizon Mine,Colorado,Montrose,Western,Active,Surface,Indepedent Producer Operator,Mine only,Western Fuels-Colorado,"P.O. Box 628, Nucla, CO 81424",United Mine Workers of America,"361,667"
1996,503505,Deserado Mine,Colorado,Rio Blanco,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Blue Mountain Energy, Inc.","P.O Box 1067, Rangely, CO 81648",United Mine Workers of America,"542,656"
1996,500304,Seneca,Colorado,Routt,Uinta Region,Active,Surface,Operating Subsidiary,Mine only,Seneca Coal Company,"1300 South Yale, Flagstaff, AZ 86001",United Mine Workers of America,"1,222,497"
1996,503836,Foidel Creek Mine,Colorado,Routt,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Twentymile Coal Company,"29515 Routt County Rd#27, Oak Creek, CO 80467",Non-Union,"5,836,673"
1996,1102371,No 2 Mine,Illinois,Clinton,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Monterey Coal Company,"R. R. 4, Box 235, Carlinville, IL 62626",United Mine Workers of America,"1,700,977"
1996,1100589,Mine 24,Illinois,Franklin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Old Ben Coal Company,"500 N. Duquoin St., Benton, IL 62812",United Mine Workers of America,"499,406"
1996,1100590,Mine 26,Illinois,Franklin,Illinois Basin,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,Old Ben Coal Company,"500 N. Duquoin St., Benton, IL 62812",United Mine Workers of America,"3,136,000"
1996,1102389,Rapatee,Illinois,Fulton,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,Mid State Coal Company,"Post Office Box 189, Farmington, IL 61531",United Mine Workers of America,"204,949"
1996,1102846,Eagle Valley Mine,Illinois,Gallatin,Illinois Basin,Active,Underground,Contractor,Mine and Preparation Plant,"Coal Miners, Inc.","999 Barrett Cemetery Roa, Equality, IL 62934",-,"1,323,718"
1996,1100599,Orient No. 6,Illinois,Jefferson,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"1999 Wabash Ave,ste. 200, Springfield, IL 62704",United Mine Workers of America,"1,112,371"
1996,1100601,Rend Lake,Illinois,Jefferson,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P. O. Box 566, Sesser, IL 62884",United Mine Workers of America,"3,186,654"
1996,1102664,Elkhart Mine,Illinois,Logan,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Turris Coal Company,"P.O. Box 21, Elkhart, IL 62634",Non-Union,"1,982,241"
1996,1102668,Industry Mine,Illinois,Mcdonough,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"1999 Wabash Ave Ste. 200, Springfield, IL 62704",United Mine Workers of America,"532,585"
1996,1100726,No 1 Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Monterey Coal Company,"R. R. 4, Box 235, Carlinville, IL 62626",United Mine Workers of America,"2,431,630"
1996,1102236,Crown Ii Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"1999 Wabash Ave. Ste.200, Springfield, IL 62704",United Mine Workers of America,"1,730,166"
1996,1102632,Crown Iii Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"1999 Wabash Ave. Ste.200, Springfield, IL 62704",United Mine Workers of America,"1,292,620"
1996,1100609,Captain Mine,Illinois,Perry,Illinois Basin,Active,Surface,Operating Subsidiary,Mine only,Arch Of Illinois,"P.O. Box 308, Percy, IL 62272",United Mine Workers of America,"3,083,296"
1996,1100610,Burning Star #2 Mine,Illinois,Perry,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"1800 Washington Road, Pittsburgh, PA 15241",United Mine Workers of America,"3,041"
1996,1102024,Burning Star #4,Illinois,Perry,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 566, Sesser, IL 62884",United Mine Workers of America,"2,127,096"
1996,1102886,Conant Mine,Illinois,Perry,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Arch Of Illinois,"Post Office Box 308, Percy, IL 62272",United Mine Workers of America,"1,850,465"
1996,1100612,Spartan Mine,Illinois,Randolph,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Old Ben Coal Company,"P. O. Box I, Sparta, IL 62286",United Mine Workers of America,"2,090,000"
1996,1102408,Zeigler #11 Mine,Illinois,Randolph,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Old Ben Coal Company,"P. O. Box 397, Coulterville, IL 62237",United Mine Workers of America,"13,021"
1996,1102636,Brushy Creek Mine,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Brushy Creek Coal Co.,"4270 North America Rd., Galatia, IL 62935",United Mine Workers of America,"578,410"
1996,1102751,Jader Mine No. 4,Illinois,Saline,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,Roper Contracting Inc.,"Rr#1 Box 230, Junction, IL 62954",International Union of Operation Engineers,"673,265"
1996,1102752,Galatia Mine No. 56-1,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Kerr-Mcgee Coal Corporation,"Pobx 25961 Kerr-Mcgee Ct, Oklahoma City, OK 73125",Non-Union,"6,629,282"
1996,1102879,Big Ridge Mine,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Arclar Company,"P.O. Box 444, Harrisburg, IL 62946",-,"1,451,912"
1996,1102815,Cedar Creek Mine,Illinois,Schuyler,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,"Triad Mining, Inc.","R.R. #1, Box 77a, Camden, IL 62319",Non-Union,"414,767"
1996,1102971,Riola Mine,Illinois,Vermilion,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Catlin Coal Co., Inc.","6641 State Road 46, Terre Haute, IN 47802",-,"129,958"
1996,1100877,Wabash Mine,Illinois,Wabash,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Amax Coal Company,"P. O. Box 144, Keensburg, IL 62852",United Mine Workers of America,"2,339,500"
1996,1102440,Marissa Mine,Illinois,Washington,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Peabody Coal Company,"P. O. Box 1233, Charleston, WV 25324",United Mine Workers of America,"3,673,750"
1996,1102662,Pattiki Mine,Illinois,White,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,White County Coal Corporation,"P. O. Box 911, Henderson, KY 42420",Non-Union,"1,796,342"
1996,1100625,Delta Mine,Illinois,Williamson,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Amax Coal Company,"P.O. Box 730, Marion, IL 62959",United Mine Workers of America,"521,454"
1996,1102870,Cottonwood,Illinois,Williamson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,Silver Creek Construction,"P.O. Box 196, Farmington, IL 61531",-,"43,000"
1996,1102950,Conti #12,Illinois,Williamson,Illinois Basin,Active,Surface,-,Mine only,"Continental Augering, Inc.","418 Niles Bldg., Findlay, OH 45840",-,"73,904"
1996,1102987,Weslo - U.s. Minerals,Illinois,Williamson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"Weslo, Inc.","P.O. Box 938, Coshocton, OH 43812",-,"29,742"
1996,1202008,Rio Grande,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,United Minerals Co. Llc,"P. O. Box 239, Huntingburg, IN 47542",-,"468,070"
1996,1202096,Eel Mine,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Rogers Group, Inc.","Post Office Box 849, Bloomington, IN 47402",-,"365,345"
1996,1202133,West Fork,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"United Minerals Co, Llc","P. O. Box 239, Huntingburg, IN 47542",-,"621,741"
1996,1202160,Brimar Mine,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"Little Sandy Company, Inc.","Post Office Box 16, Lamar, IN 47550",Non-Union,"437,391"
1996,1201652,North Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Phoenix Natural Resources, Inc","Drawer 557, Washington, IN 47501",Non-Union,"989,761"
1996,1201732,Craney Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Solar Sources,inc.","Post Office Box 7, Petersburg, IN 47567",Non-Union,"390,446"
1996,1201946,Viking Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Black Beauty Mining, Inc.","Post Office Box 312, Evansville, IN 47702",Non-Union,"1,396,415"
1996,1202084,Sugar Creek,Indiana,Daviess,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Solar Sources, Inc.","P. O. Box 7, Petersburg, IN 47567",Non-Union,"409,945"
1996,1201018,South Mine,Indiana,Dubois,Illinois Basin,Active,Surface,Operating Subsidiary,Mine only,"Phoenix Natural Resources, Inc","Drawer 557, Washington, IN 47501",Non-Union,"369,764"
1996,1100877,Wabash Mine,Indiana,Gibson,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Amax Coal Company,"P. O. Box 144, Keensburg, IL 62852",United Mine Workers of America,"900,195"
1996,1202147,Francisco Mine,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"Black Beauty Mining, Inc.","Post Office Box 312, Evansville, IN 47702",-,"145,531"
1996,1201974,Miller Creek,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Black Beauty Mining, Inc.","P. O. Box 312, Evansville, IN 47702",-,"1,242,059"
1996,1202097,Switz City,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Of Indiana,"R. R. #1, Box 29a, Lyons, IN 47443",-,"783,669"
1996,1202155,Owen Mine,Indiana,Greene,Illinois Basin,Inactive,Surface,Contractor,Mine only,"J L S, Inc.","1040 E. Mt. Pleasant Roa, Evansville, IN 47711",-,"57,210"
1996,1202010,Air Quality #1 Mine,Indiana,Knox,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Black Beauty Underground, Inc.","P. O. Box 312, Evansville, IN 47702",-,"1,466,236"
1996,1202063,Sycamore Mine,Indiana,Knox,Illinois Basin,Active,Surface,Operating Subsidiary,Mine only,Beech Coal Company,"R. R. 1, Box 129, Bicknell, IN 47512",United Mine Workers of America,"661,027"
1996,1202103,Monroe City Mine,Indiana,Knox,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine only,Solar Sources Underground L.l.,"P. O. Box 325, Monroe City, IN 47557",-,"596,470"
1996,1202167,Freelandville Mine,Indiana,Knox,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Of Indiana,"R. 1, Box 120b, Edwardsport, IN 47528",-,"526,014"
1996,1202175,Pride Mine,Indiana,Knox,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"B B Mining, Inc.","R. R. 1, Box 69, Cynthiana, IN 47612",-,"475,376"
1996,1202098,Pond Creek Mine,Indiana,Owen,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"Little Sandy Coal Company, Inc","P. O. Box 16, Lamar, IN 47550",-,"409,282"
1996,1202195,Lick Creek,Indiana,Owen,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,United Minerals Co. Llc,"P. O. Box 239, Huntingburg, IN 47542",-,"3,253"
1996,1200329,Kindill 2 Mine,Indiana,Pike,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Kindill Mining, Inc.","P. O. Box 338, Oakland City, IN 47660",United Mine Workers of America,"541,292"
1996,1200330,Kindill 1 Mine,Indiana,Pike,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Kindill Mining, Inc.","P. O. Box 338, Oakland City, IN 47660",United Mine Workers of America,"1,692,873"
1996,1201616,"Solar Sources, Inc. #2",Indiana,Pike,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"Solar Sources, Inc.","P. O. Box 7, Petersburg, IN 47567",Non-Union,"604,695"
