Year,MSHA ID,Mine Name,MineState,MineCounty,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1996,3605495,M And R Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Inactive,Underground,Indepedent Producer Operator,Mine only,Sbm Coal,"R D 2 Box 118c, Hegins, PA 17938",-,625
1996,3606649,No 1 Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,K And L Coal Company,"Box 266, R.D. 1, Shamokin, PA 17872",-,"3,816"
1996,3607059,No 10 Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Chestnut Coal Company,"R.D. #3, Box 142, Sunbury, PA 17801",Non-Union,"6,118"
1996,3607558,11 Vein Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Rothermel Coal Co.,"Rr 1 Box 33a, Klingerstown, PA 17941",Non-Union,"5,943"
1996,3607681,Jordan #1 Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Jordan Coal Company,"133 E Academy St, Shamokin, PA 17872",-,"6,719"
1996,3608236,Trevorton Stripping #11 Vein,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Split Vein Coal Co., Inc.","Rr #1, Box 1027, Paxinos, PA 17860",-,"2,254"
1996,3608288,Lenig Tunnel,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,West Cameron Mining,"Rd 2  Box 630, Shamokin, PA 17872",-,"4,779"
1996,3608447,No. 1 Slope,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Inactive,Underground,Indepedent Producer Operator,Mine and Preparation Plant,H & S Coal Co.,"534 Melrose Street, Marion Height, PA 17832",-,464
1996,3608489,West Pine,Pennsylvania (Anthracite),Northumberland,Appalachia Northern,Active,Surface,-,Mine only,Keystone Anthracite Co Inc,"430 W Main Street, Girardville, PA 17935",-,"8,196"
1996,3601724,Coal Contractors Prepar. Facil,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Coal Contractors (1991) Inc.,"P O Box 2145 Main Street, Fern Glen, PA 18241",-,"94,585"
1996,3601761,"Springdale, Greenwd & Little I",Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Lehigh Coal And Navigatrion Co,"P.O. Box 311, Tamaqua, PA 18252",United Mine Workers of America,"402,231"
1996,3601818,R  S & W Drift,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,R  S & W Coal Company Inc.,"Box 36, R.D. 1, Klingerstown, PA 17941",Non-Union,"27,650"
1996,3601877,K & K Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,K & K Coal Co.,"133 Valley Furnace Ave, Port Carbon, PA 17965",Non-Union,"74,572"
1996,3601886,Lykens #6 Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Kintzel Coal Co.,"P.O. Box 127, Hegins, PA 17938",Non-Union,"3,512"
1996,3601889,Buck Mountain Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Jackstone Coal Co.,"21 Wood St, Pine Grove, PA 17963",Non-Union,"1,010"
1996,3601920,Mercury Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,M + H Coal Company,"Rd 2 Box 56, Hegins, PA 17938",Non-Union,"19,630"
1996,3601965,"Buck Run P-8, P-10",Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Reading Anthracite Company,"200 Mahantongo St., Pottsville, PA 17901",United Mine Workers of America,"219,648"
1996,3601975,Pine Forest P-44 & P-48,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Reading Anthracite Company,"200 Mahantongo St., Pottsville, PA 17901",United Mine Workers of America,"16,924"
1996,3601977,Wadesville P-33,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Reading Anthracite Company,"200 Mahantongo St., Pottsville, PA 17901",United Mine Workers of America,"77,445"
1996,3602053,Buck Mt Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,R. & D. Coal Company,"214 Vaux Avenue, Tremont, PA 17981",Non-Union,"18,892"
1996,3603304,Lincoln Stripping Kocher Coal,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Kocher Coal Company,"P O Box 127, Valley View, PA 17983",Non-Union,234
1996,3604629,Primrose Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Inactive,Underground,Indepedent Producer Operator,Mine only,Primrose Coal Co.,"214 Vaux Avenue, Tremont, PA 17981",Non-Union,"2,386"
1996,3604854,Silver Creek Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Gale Coal Co., Inc.","1441oak Road, Pottsville, PA 17901",-,"30,051"
1996,3605518,Eagle Hill Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Joseph Kuperavage Coal Co.,"916 Park Ave., Port Carbon, PA 17965",Non-Union,"27,190"
1996,3605619,Buck Mountain Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,M & S Coal Company,"Rr 2 Box 99a, Hegins, PA 17938",Non-Union,956
1996,3605717,Buck Mountain Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Wenrich Coal Co,"Rr 1 Box 1470, Herndon, PA 17830",-,"5,313"
1996,3606031,Shadle Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Shadle Coal Co.,"Rr 4 Box 358d, Pine Grove, PA 17963",-,423
1996,3606428,Tuscarora Coal Company,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Kuperavage Enterprises, Inc.","Box 99, Middleport, PA 17953",Non-Union,"15,487"
1996,3606602,Packer Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Pac. 23 Mining Co.,"5 Woodland Drive, Mt Carmel Est, PA 17851",-,"22,139"
1996,3606765,V Rodino Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Rodino Trucking,"Box 217 Main Street, Haddock, PA 18201",United Mine Workers of America,506
1996,3606815,Whites Vein Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Tito Coal,"R.D.1, Box 67a2, Williamstown, PA 17098",-,"10,277"
1996,3606912,William Socko Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Coal Contractors (1991) Inc.,"Box 2145, Fern Glen, PA 18241",Non-Union,400
1996,3606990,Lincoln Stripping Operation,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,The Harriman Coal Corp.,"P.O. Box 127, Valley View, PA 17983",Non-Union,"61,769"
1996,3607166,No 2 Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Neumeister Coal Company,"R.D. 1, Ashland, PA 17921",Non-Union,"5,434"
1996,3607170,Hammond Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Sunray Coal Inc.,"P.O. Box 226, Gilberton, PA 17934",Non-Union,"51,016"
1996,3607175,Rock Ridge Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Inactive,Underground,Indepedent Producer Operator,Mine only,B & B Anthracite Coal Co.,"225 Main St., Joliett, Tremont, PA 17981",Non-Union,"6,490"
1996,3607240,E. O. J. Strip Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,E. O. J. Incorporated,"R.D. 1 Box 18, New Ringgold, PA 17960",Non-Union,"33,312"
1996,3607269,H. L. & W. Coal Co. No. 2 Slop,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,H. L. & W. Coal Co.,"14 Maple Street, Pine Grove, PA 17963",Non-Union,"9,568"
1996,3607328,Tracy Vein Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Summit Anthracite Inc.,"R.D. 1, Box 12a, Klingerstown, PA 17941",Non-Union,"32,924"
1996,3607504,Lost Creek #1 Strip Rngtwn Rnt,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Blaschak Coal Corp.,"P.O. Box 12, Mahanoy City, PA 17948",United Mine Workers of America,"163,268"
1996,3607576,Brockton Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Joe Kuperavage Coal Company,"916 Park Ave., Port Carbon, PA 17965",Non-Union,"52,925"
1996,3607592,Nowacki Coal Company Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Nowacki Coal Company,"Box 1308, R.D. #1, Tamaqua, PA 18252",Non-Union,"1,339"
1996,3607629,First Chance Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,White Oak Coal,"P O Box 93, Tremont, PA 17981",Non-Union,"4,716"
1996,3607636,New Philadelphia Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Joe Kuperavage Coal Co,"916 Park Ave., Port Carbon, PA 17965",Non-Union,"24,112"
1996,3607724,Tuscarora Mines & Minerals Cor,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Tuscarora Mines & Minerals Cor,"130 Walnut St., Tuscarora, PA 17982",Non-Union,505
1996,3607730,Hardway Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,-,Mine only,"Hardway Coal Co., Inc.","R D 1, Box 1181, Sch Haven, PA 17972",Non-Union,"2,593"
1996,3607741,Rock Ridge No. 1 Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,B. And B. Coal Company,"225 Main Street   ^, Joliett Tremo, PA 17981",Non-Union,"13,579"
1996,3607758,Jett Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Jett Contracting Co.,"P.O. Box 243, Brockton, PA 17925",Non-Union,172
1996,3607797,Packer V,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Girardville Coal Company,"P O Box 100, Girardville, PA 17935",Non-Union,"66,543"
1996,3607806,Tremont Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,-,Mine only,Michael Coal Company,"R.D. #1, Box 40a, Tower City, PA 17980",Non-Union,"5,440"
1996,3607853,C & M Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Inactive,Surface,Indepedent Producer Operator,Mine only,Lensco Corp.,"313 Pottsville St, Minersville, PA 17954",Non-Union,770
1996,3607859,Last Chance Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,-,Mine only,"West End Coal Company, Deep Mi","4 Gene Circle, Williamstown, PA 17098",-,"1,163"
1996,3608019,South Cass Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Kristoff & Pacine Coal Co.,"208 Pine Street, Kaska, PA 17959",Non-Union,280
1996,3608031,Skidmore Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Rhen Coal Co.,"R.D. #3, Box 21, Pine Grove, PA 17963",Non-Union,"1,788"
1996,3608091,Coal Castle Fuels Operation,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Inactive,Surface,Contractor,Mine only,Hecla Machinery & Equipment Co,"401 Route 61 S Po Box 55, Schylkll Have, PA 17972",-,"30,822"
1996,3608140,Bell Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Dudash Coal Co.,"33 Caroline Ave, Pottsville, PA 17901",-,"4,387"
1996,3608237,Foster Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Greenland Realty Co., Inc.","P O Box 161, Minersville, PA 17954",-,"2,112"
1996,3608297,Goodspring Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Meadowbrook Coal Co. Inc.,"6690 State Route 209, Lykens, PA 17048",-,"3,870"
1996,3608299,No 2 Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Little Buck Coal Co,"R D #4 Box 395, Pine Grove, PA 17963",Non-Union,"4,391"
1996,3608320,No. 1 Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Little Rock Coal Company,"Rr 2 Box 40, Hegins, PA 17938",Non-Union,"10,132"
1996,3608332,Little Vein Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Three Way Coal Co.,"Box 112 Clay Street, Llewellyn, PA 17944",-,190
1996,3608337,Red Oak Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,White Pine Coal Co Inc,"Rr 1 Po Box 59, Ashland, PA 17921",-,"4,536"
1996,3608341,Primrose Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,-,Mine only,L & R Coal Co.,"27 Joliett St., Tremont, PA 17981",-,"10,198"
1996,3608346,Orchard Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Rustler Coal Co.,"Rr 3 Box 99-A, Hegins, PA 17938",Non-Union,"5,392"
1996,3608394,Bosack Stripping,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,J & L Coal Company,"Rr 4 Box 4225, Pottsville, PA 17901",-,"1,563"
1996,3608418,J & B Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,-,Mine only,Hecla Machinery & Equipment Co,"P O Box 559, Schuylkill Hv, PA 17972",-,"43,313"
1996,3608454,D.j.t. Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,-,Mine only,D.j.t. Coal Co.,"Rr 4 Box 358d, Pine Grove, PA 17963",-,811
1996,3608456,Diamond Vein Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Brookside Coal Co.,"Box 33, Spring Glen, PA 17978",Non-Union,"8,702"
1996,3608458,Maksimik No. 1,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Daniel Maksimik,"277 California Ave, Shenandoah, PA 17976",Non-Union,"16,401"
1996,3608494,Good Spring No 1 South Operati,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,The Harriman Coal Corp.,"P O Box 127, Valley View, PA 17983",-,"14,801"
1996,3608498,G & S Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,-,Mine only,G & S Coal Co.,"21 East Wood Street, Pine Grove, PA 17963",-,"1,968"
1996,3608530,Primrose Strip,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Rsk Mines,"Rd #1 Box 261e, Ashland, PA 17921",-,"9,540"
1996,3608531,Middleport Mine,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,W & W Construction Company,"P O Box 792, Pottsville, PA 17901",-,"14,716"
1996,3608534,Reevesdale #1,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Reilly Mineral Resources Inc,"P O Box 989, Pottsville, PA 17901",-,"27,826"
1996,3608559,Morgan Run Slope,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Morgan Run Coal Co Inc,"20 Oak St, Middleport, PA 17953",-,"1,907"
1996,3608568,#3 Slope Buck Mtn.,Pennsylvania (Anthracite),Schuylkill,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,Little Buck Coal Co.,"Rr 4 Box 395, Pine Grove, PA 17963",-,"2,083"
1996,3601110,Feller #2 Strip Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Cooney Bros Coal Co,"P. O. Box 246, Cresson, PA 16630",Non-Union,"373,821"
1996,3601527,Svonavec Strip Mines,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Svonavec Inc,"140 West Union Street, Somerset, PA 15501",Non-Union,"111,702"
1996,3602398,Grove #1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Contractor,Mine only,Lion Mining Company,"215 College Park Plaza, Johnstown, PA 15904",Non-Union,"463,331"
1996,3602690,Pine Hill #2,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Croner, Inc.","Oo Box 157, Berlin, PA 15530",Non-Union,"182,364"
1996,3602773,Shaw,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Contractor,Mine and Preparation Plant,Action Mining Inc,"Rd #3 Box 138a, Meyersdale, PA 15552",Non-Union,"170,000"
1996,3603248,Longview Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","P. O. Box 149, Friedens, PA 15541",Non-Union,"437,074"
1996,3603326,Zubek Inc.,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Zubek Inc.,"173 Coal Road, Berlin, PA 15530",Non-Union,"56,576"
1996,3603328,Mine No. 1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,P B S Coals Inc,"P.O. Box 260, Friedens, PA 15541",Non-Union,"1,374,945"
1996,3603986,Swank #1 Strip,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Three S Coal Company,"P.O. Box 337, Stoystown, PA 15563",Non-Union,"31,360"
1996,3604185,Badger Coal Co Inc,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Badger Coal Co Inc,"248 Seanor Road Rd, Windber, PA 15963",Non-Union,"17,208"
1996,3605122,Shade No. 3,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Shade Mining Company,"Po Box 130, Friedens, PA 15541",Non-Union,"119,676"
1996,3605123,Solar No. 7,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Genesis Inc.,"P.O. Box 317, Stoystown, PA 15563",Non-Union,"308,427"
1996,3605645,Romesberg,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Sanner Energies Inc,"Rd 2, Box 358a, Rockwood, PA 15557",Non-Union,"43,881"
1996,3606289,Pierpont #10,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Contractor,Mine only,Pierpont Mining Inc.,"P.O. Box 286, Somerset, PA 15501",Non-Union,"40,032"
1996,3606438,Hoffman No. 1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Hoffman Mining Inc.,"Po Box 130, Friedens, PA 15541",Non-Union,"105,236"
1996,3606613,Black Mt. Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine only,"Fox Mining Co., Inc.","P.O. Box 628, Somerset, PA 15501",-,994
1996,3606678,Heritage #1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Heritage Mining Co.,"P.O. Box 126, Cresson, PA 16630",Non-Union,"34,764"
1996,3607283,G & G Strip,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Hilltop Mining, Inc.","R. D. 4, Box 83c, Berlin, PA 15530",Non-Union,992
1996,3607429,Berwind Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Shaffer Brothers Coal Company,","Jay Street, Windber, PA 15963",Non-Union,"8,397"
1996,3607581,Long Strip,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Potochar & Potochar Coal Co.,"R.D. #1, Box 1, Hooversville, PA 15936",Non-Union,"3,000"
1996,3607661,Stufft Mine      .,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Laura D. Coal Inc.,"P. O. Box 188, Jennerstown, PA 15547",Non-Union,"13,977"
1996,3607674,"Jenners, Inc.",Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,"Jenners, Inc..","P.O. Box 171, Shelocta, PA 15774",Non-Union,"25,910"
1996,3607796,Lepley Mine Job #6,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Laura D. Coal, Inc.","P. O. Box 188, Jennerstown, PA 15547",Non-Union,"1,425"
1996,3607928,Fieg Bros. Coal Co.,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Fieg Bros. Coal Co.,"3070 Stoystown Rd., Stoystown, PA 15563",Non-Union,"111,302"
1996,3608083,Joepa,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Future Industries, Inc.","P. O. Box 157, Meyersdale, PA 15552",Non-Union,"375,000"
1996,3608117,Williams Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Godin Bros. Inc.         .,"R.D. #3, Box 61-R, Boswell, PA 15531",Non-Union,"38,367"
1996,3608158,Wagner Strip,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Duppstadt Coal,"R.D. #5, Box 102, Somerset, PA 15501",Non-Union,"6,279"
1996,3608214,Diamond T C Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","P. O. Box 149, Friedens, PA 15541",Non-Union,"164,478"
1996,3608223,Diamond T B Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","P. O. Box 149, Friedens, PA 15541",Non-Union,"433,956"
1996,3608307,Berlin No. 1 Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Hardrock Coal Company,"R.D. #4, Box 155a, Berlin, PA 15530",Non-Union,"15,514"
1996,3608386,Job #1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Barbuschak Excavating,"Box #286b, R.D. #3, Stoystown, PA 15563",-,"2,192"
1996,3608480,Yoder Job,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,-,Mine only,B & W Coal Co.,"Rd #1 Box 1275, Homer City, PA 15748",-,"8,056"
1996,3608497,Quecreek No. 1 Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Dunamis Resources, Inc.","One Energy Pl.,suite 400, Latrobe, PA 15650",-,"101,235"
1996,3608501,Mountaineer #1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Mountaineer Mining Corporation,"R.D. 4, Box 110a, Berlin, PA 15530",-,"9,540"
1996,3608513,College Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Inactive,Surface,Indepedent Producer Operator,Mine only,Commercial Coal Sales Inc.,"Po Box 148, Friedens, PA 15541",-,"9,306"
1996,3608551,Somerset County Strips,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Amerikohl Mining Inc.,"P. O. Box 427, Acme, PA 15610",-,"90,345"
1996,3608672,Acosta Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Contractor,Mine only,Marquise Mining Corporation,"206 Greene Street, Johnstown, PA 15905",Non-Union,"90,824"
1996,3607377,Common Sense #1,Pennsylvania (Anthracite),Sullivan,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Coal Works Inc.,"P O Box 1, Mildred, PA 18632",Non-Union,"36,970"
1996,3608541,Ben Hal Mine,Pennsylvania (Bituminous),Venango,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Ben Hal Mining Company,"389 Irishtown Road, Grove City, PA 16127",-,"31,265"
1996,3600958,Mine 84,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Eighty-Four Mining Co.,"P.O.Box 284, Eighty Four, PA 15330",United Mine Workers of America,"3,026,551"
1996,3600963,Mathies,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Mon-View Mining Company,"P.O. Box 606, New Eagle, PA 15067",United Mine Workers of America,"1,078,293"
1996,3600964,Superior Mine,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Pennweir Construction Co.,"331 Eldersville Road, Burgettstown, PA 15021",United Mine Workers of America,"18,268"
1996,3600970,Maple Creek,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Maple Creek Mining, Inc.","981 Route 917, Bentleyville, PA 15314",United Mine Workers of America,"2,224,909"
1996,3601555,Stiteler Strip,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,Joseph Rostosky,"R.D.3 Box 112, Monongahela, PA 15063",Non-Union,"13,280"
1996,3601558,Bartins,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Surface,Indepedent Producer Operator,Mine only,"Panton Enterprises, Inc","165 Old Mckee Road, Oakdale, PA 15071",Non-Union,"103,740"
