Historic Coal Production Data: 1994,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1994,102838,Hebron Mine,Alabama,Bibb,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke,"200 Cahaba Pk S. Ste 112, Birmingham, AL 35242",Non-Union,"1,783"
1994,102868,Yeshic,Alabama,Bibb,Appalachia Southern,-,Surface,-,Mine only,"Costain Coal, Inc.","309 Plant Street, Oakman, AL 35579",Non-Union,"135,441"
1994,102946,Lehigh Mine,Alabama,Blount,Appalachia Southern,-,Surface,-,Mine only,"R & D Mining, Inc.","846 Aldridge Road, Parrish, AL 35580",-,678
1994,102984,Altoona Mine,Alabama,Blount,Appalachia Southern,-,Surface,-,Mine only,"Contract Augering Services, In","303 Summerchase, Hoover, AL 35248",Non-Union,"5,471"
1994,100163,Arkadelphia 5761,Alabama,Cullman,Appalachia Southern,-,Surface,-,Mine only,"Drummond Company, Inc.","Post Office Box 1549, Jasper, AL 35502",United Mine Workers of America,"84,561"
1994,102836,Crane Hill,Alabama,Cullman,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Myers Coal Company,"5516 Mccaleb Drive, Dora, AL 35062",Non-Union,"63,891"
1994,102935,Wheat-Ardell Mine,Alabama,Cullman,Appalachia Southern,-,Surface,-,Mine only,"Pine Mountain Energy, Inc.","Route 1, Box 4000, Trafford, AL 35172",Non-Union,"8,926"
1994,100759,North River #1 Mine Undergroun,Alabama,Fayette,Appalachia Southern,-,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway Coal Mn,"P O Drawer 519, Berry, AL 35546",United Mine Workers of America,"1,491,372"
1994,102970,Mercy Bridge Mine,Alabama,Fayette,Appalachia Southern,-,Surface,-,Mine only,"R & D Mining, Inc.","846 Aldridge Road, Parrish, AL 35580",-,"8,401"
1994,102988,Knight Mine,Alabama,Fayette,Appalachia Southern,-,Surface,-,Mine only,"Bar Coal, Inc.","P O Box 3045, Jasper, AL 35502",-,"20,793"
1994,102933,Mine #1,Alabama,Jackson,Appalachia Southern,-,Surface,-,Mine only,"Mountainbrook Coal Co., Inc.","P O Box 175, Higdon, AL 35979",Non-Union,"5,781"
1994,102955,Mine #2,Alabama,Jackson,Appalachia Southern,-,Surface,-,Mine only,"Mountainbrook Coal Co., Inc.","P O Box 175, Higdon, AL 35979",Non-Union,"12,334"
1994,103021,Mine #3,Alabama,Jackson,Appalachia Southern,-,Surface,-,Mine only,"Mountainbrook Coal Company, In","P O Box 175, Higdon, AL 35979",-,"6,376"
1994,100323,Chetopa,Alabama,Jefferson,Appalachia Southern,-,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",United Mine Workers of America,"665,494"
1994,100627,Flat Top Mine,Alabama,Jefferson,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",United Mine Workers of America,"896,655"
1994,100758,No 3-Mine,Alabama,Jefferson,Appalachia Southern,-,Underground,Operating Subsidiary,Mine only,Jim Walter Resources Inc,"5290 Mud Creek Road, Adger, AL 35006",United Mine Workers of America,"1,635,985"
1994,100851,Oak Grove Mine,Alabama,Jefferson,Appalachia Southern,-,Underground,Operating Subsidiary,Mine and Preparation Plant,U S Steel Mining Company Inc,"P O Box 2200, Bessemer, AL 35021",United Mine Workers of America,"2,572,376"
1994,102623,Mine No. 1,Alabama,Jefferson,Appalachia Southern,-,Underground,-,Mine only,"Black Star, Inc.","P O Box 60, Adger, AL 35006",Non-Union,"53,085"
1994,102881,Watson Mine,Alabama,Jefferson,Appalachia Southern,-,Surface,-,Mine only,"Osborn Coal Enterprises, Inc.","P O Box 111, Watson, AL 35181",Non-Union,"76,628"
1994,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,-,Underground,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35501",-,"1,029,218"
1994,102951,Majestic,Alabama,Jefferson,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Rjr Mining Company, Inc.","2870 Old Rocky Ridge S10, Birmingham, AL 35243",Non-Union,"38,418"
1994,102968,Cluster Springs Mine,Alabama,Jefferson,Appalachia Southern,-,Surface,-,Mine only,"Bar Coal, Inc.","P O Box 3045, Jasper, AL 35502",-,"2,081"
1994,102991,Gilmore,Alabama,Jefferson,Appalachia Southern,-,Surface,-,Mine only,"C & H Mining Company, Inc.","P O Drawer G, Cottondale, AL 35453",-,"124,598"
1994,102992,Dogtown,Alabama,Jefferson,Appalachia Southern,-,Surface,-,Mine only,"Osborn Coal Enterprises, Inc.","P O Box 111, Watson, AL 35181",-,"77,949"
1994,102994,Sherijen Mine,Alabama,Jefferson,Appalachia Southern,-,Surface,-,Mine only,"Gun Mining, Inc.","1940 Pinson Valley Pky, Birmingham, AL 35217",-,"59,432"
1994,102792,Gum Springs Mine,Alabama,Marion,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Rock City Coal & Equipment, In","Route 3, Winfield, AL 35594",-,"37,837"
1994,102882,North Goodwin Creek Mine,Alabama,Marion,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Best Coal, Inc.","P O Box 1253, Cullman, AL 35056",Non-Union,"102,855"
1994,102890,South Goodwin Creek,Alabama,Marion,Appalachia Southern,-,Surface,-,Mine only,Carbon Tech Mining Corporation,"P O Box 3506, Jasper, AL 35502",Non-Union,"115,073"
1994,102908,Boone No. 1,Alabama,Shelby,Appalachia Southern,-,Underground,Indepedent Producer Operator,Mine only,"Boone Resources, Inc.","P. O. Box 1005, Alabaster, AL 35007",Non-Union,"418,000"
