Historic Coal Production Data: 1987,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons)
1987,102672,Pit #2,Alabama,Bibb,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,Osborn Coal Enterprises Inc.,"2200 Pinehurst Drive, Gardendale, AL 35071",Non-Union,503
1987,102713,Pit #3,Alabama,Bibb,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Osborn Coal Enterprises, Inc.","2200 Pinehurst Drive, Gardendale, AL 35071",-,"2,951"
1987,-,-,Alabama,Blount,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,-,-,-,"6,326"
1987,102478,Sugar Creek Pit (1 & 2),Alabama,Blount,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"New Acton Coal Mining Co, Inc.","P O Box 129, Oneonta, AL 35121",Non-Union,"23,738"
1987,102632,Long'S Branch Mine,Alabama,Blount,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Long Branch Coal Company, Inc.","P O Box 246, Trafford, AL 35172",-,"121,842"
1987,102654,Blue Springs Pit,Alabama,Blount,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"New Acton Coal Mining Company,","P O Box 129, Oneonta, AL 35121",-,"28,617"
1987,102666,Dry Creek Pit,Alabama,Blount,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,New Acton Coal Mining Company,"P O Box 129, Oneonta, AL 35121",Non-Union,"59,169"
1987,100163,Arkadelphia 5761,Alabama,Cullman,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","Post Office Box 1549, Jasper, AL 35501",-,"603,479"
1987,102393,Pit No 1,Alabama,Dekalb,Appalachia Southern,-,Surface,Indepedent Producer Operator,Mine only,"Upper Cliff Mining Co, Inc","1940 Pinson Valley Pky, Birmingham, AL 35217",-,"20,158"
1987,100759,North River #1 Mine Undergroun,Alabama,Fayette,Appalachia Southern,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway Coal Mn,"P O Drawer 519, Berry, AL 35546",-,"1,249,559"
1987,100323,Chetopa,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35502",-,"657,826"
1987,100328,Bessie Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"Route 1 Box 133 Hwy 216, Brookwood, AL 35444",-,"891,114"
1987,100406,Beltona Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35501",-,"12,297"
1987,100627,Flat Top Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35501",-,"621,468"
1987,100722,Shannon Mine,Alabama,Jefferson,Appalachia Southern,Inactive,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Black Diamond Coal Mining Co,"2229 1/2 First Ave. Nort, Birmingham, AL 35203",-,"64,212"
1987,100742,Short Creek 8750,Alabama,Jefferson,Appalachia Southern,Inactive,Surface,Indepedent Producer Operator,Mine only,"Drummond Company, Inc.","P O Box 1549, Jasper, AL 35501",-,"852,908"
