Historic Coal Production Data: 2003,,,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons),Average Employees,Labor Hours
2003,103102,Newco #1,Alabama,Jefferson,Appalachia Southern,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,"Sunrise Coal Co., Llc","547 S Main, Graysville, AL 35073",,"139,071",45,"96,945"
2003,103136,Cooper Mine,Alabama,Jefferson,Appalachia Southern,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Best Coal Inc,"Post Office Box 1253, Cullman, AL 35056",,"2,676",11,"1,258"
2003,103150,Littleton Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Twin Pines Coal Company Inc,"1874 Co Rd 15, Bremen, AL 35033",,"160,328",15,"37,884"
2003,103178,Alabama Fuel Products,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Preparation Plant,"Alabama Coal Recovery, Llc","1329 Forestdale Blvd,s303, Birmingham, AL 35214",,0,48,"62,267"
2003,103178,Alabama Fuel Products,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Preparation Plant,"Alabama Coal Recovery, Llc","1329 Forestdale Blvd,s303, Birmingham, AL 35214",,0,17,"23,030"
2003,103182,Fishtrap,Alabama,Jefferson,Appalachia Southern,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Best Coal, Incorpora","P.O. Box 1253, Cullman, AL 35056",,"87,234",11,"28,406"
2003,103069,Blaylock Mine,Alabama,Marion,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Marshco Incorporated,"P.O. Box 438, Brilliant, AL 35548",,"36,504",9,"11,091"
2003,103205,Alliance Mine No 1,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Hope Coal Company Inc,"3705 Cumberland Trace, Birmingham, AL 35242",,"28,095",5,"5,660"
2003,103210,Burgess Refuse Area #2,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,New Century Mining Inc,"Gurnee Junction, Montevallo, AL 35115",,"11,991",3,"2,880"
2003,100759,North River # 1 Underground Mi,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway Coal Mi,"12398 New Lexington Rd, Berry, AL 35546",United Mine Workers of America,"3,517,496",349,"771,584"
2003,101247,No 4 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,"2,797,817",406,"912,595"
2003,101322,No.  5 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Jim Walter Resources, Inc.","12972 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,"1,386,487",364,"816,693"
2003,101401,No. 7 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Jim Walter Resources, Inc.","18069 Hannah Creek Rd, Brookwood, AL 35444",United Mine Workers of America,"1,861,152",397,"915,033"
2003,103172,Searles Mine No. 2,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 285, Peterson, AL 35478",,"177,419",37,"59,071"
2003,103179,Fleetwood Mine No 1,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,"266,489",42,"114,820"
2003,103196,Carter Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Tuscaloosa Resources Inc,"P.O. Box 531187, Birmingham, AL 35253",,"505,765",53,"146,983"
2003,103236,Searles Mine No. 4,Alabama,Tuscaloosa,Appalachia Southern,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","11185 Robinson Rd., Cottondale, AL 35453",,"59,417",36,"17,212"
2003,103240,Panther Mine No. 3,Alabama,Tuscaloosa,Appalachia Southern,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Tuscaloosa Resources, Inc.","P.O. Box 531187, Birmingham, AL 35253",,"61,137",25,"31,196"
2003,100347,Choctaw Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Taft Coal Sales & Associates I,"P.O. Box 1608, Jasper, AL 35502",,"544,219",39,"112,776"
2003,101362,Manchester Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,"111,162",16,"47,154"
2003,102982,Ninna V Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Company,"2477 Valleydale Rd. S. B3, Birmingham, AL 35244",,"49,243",4,"11,542"
2003,102996,Jap Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,New Acton Coal Mining Company,"1892 Cordova-Gorgas Rd, Cordova, AL 35550",,"448,626",51,"139,340"
2003,103002,Corinth Mine,Alabama,Walker,Appalachia Southern,Active,Underground,Contractor,Mine only,"Iron, Inc.","14910 Watercrest Dr, Northport, AL 35475",,"102,281",18,"40,480"
2003,103004,Miner Hollow Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Bailey Excavating Co., Inc.","6250-B County Road 747, Cullman, AL 35055",,"53,989",8,"11,995"
2003,103034,Copeland,Alabama,Walker,Appalachia Southern,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,Uptown Motors Inc,"P.O. Box 432, Jasper, AL 35502",,"22,048",21,"9,874"
2003,103056,Cane Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Beaird Mining & Mine,"P.O. Box 100, Cordova, AL 35550",,"21,410",8,"11,676"
2003,103081,Mine No 1,Alabama,Walker,Appalachia Southern,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Twin Pines Coal Company Inc,"1874 Co Rd 15, Bremen, AL 35033",,"174,988",25,"67,230"
2003,103107,Fancy Lump Mine No 2,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Treadyway Inc,"Post Office Box 932, Jasper, AL 35502",,"140,811",26,"65,825"
2003,103116,L Massey Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Mann Steel Products Inc,"Post Office Box 531044, Birmingham, AL 35253",,"466,704",31,"82,250"
2003,103128,Spring Branch Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Haley Bros. Coal, Inc.","P.O. Box 322, Haleyville, AL 35565",,"121,623",16,"42,988"
2003,103129,Dilworth Mine,Alabama,Walker,Appalachia Southern,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Wasatch Mining, Inc.","400 East 20th Street, Jasper, AL 35502",,"33,163",16,"13,439"
2003,103155,Corinth Prep Plant,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,Warrior Investment Company Inc,"218 Highway 195, Jasper, AL 35503",,0,4,"8,681"
2003,103155,Corinth Prep Plant,Alabama,Walker,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Preparation Plant,Warrior Investment Company Inc,"218 Highway 195, Jasper, AL 35503",,0,6,"16,122"
2003,103162,Guthrie Creek Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Uptown Motors Incorporated,"P.O. Box 432, Jasper, AL 35502",,"108,919",33,"65,032"
2003,103195,Mccollum Mine,Alabama,Walker,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Uptown Motors Inc,"Post Office Box 432, Jasper, AL 35502",,"87,703",27,"37,065"
2003,103235,Bryant's Creek,Alabama,Walker,Appalachia Southern,Active,Surface,Contractor,Mine only,"Cherokee Mining, L.L.C.","P.O. Box 1608, Jasper, AL 35502",,"155,856",23,"59,471"
2003,102639,Hickory Grove,Alabama,Winston,Appalachia Southern,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Mann Steel Products Inc,"P.O. Box 531044, Birmingham, AL 35253",,"22,211",10,"2,336"
2003,103207,Crossroads,Alabama,Winston,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Birmingham Coal & Coke Company,"P.O. Box 351, Lynn, AL 35575",,"68,638",5,"15,059"
2003,5000030,Usibelli,Alaska,Yukon-Koyukuk,Western,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743",Teamsters,"1,081,323",81,"177,724"
2003,200533,Black Mesa,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 605, Kayenta, AZ 86033",United Mine Workers of America,"4,278,604",239,"520,210"
2003,201047,Kayenta Preparation Plant,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Preparation Plant,Black Mesa Pipeline Operations,"1509 E. Butler Ave, Flagstaff, AZ 86001",United Mine Workers of America,0,36,"68,775"
2003,201195,Kayenta Mine,Arizona,Navajo,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Western Coal Company,"P.O. Box 650, Kayenta, AZ 86033",United Mine Workers of America,"7,780,490",386,"888,863"
2003,301569,Penny #1,Arkansas,Sebastian,Interior,Active,Surface,Indepedent Producer Operator,Mine only,Comer Mining Company,"P.O. Box 986, Greenwood, AR 72936",,"6,564",3,"6,054"
2003,301736,Sebastian County Coal Mine,Arkansas,Sebastian,Interior,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Hartshorne Carbon Company,"700 S. River Road, Waterville, OH 43566",,"1,000",19,"37,367"
2003,503818,Terror Creek Loadout,Colorado,Delta,Uinta Region,Active,Underground,Operating Subsidiary,Preparation Plant,Terror Creek Company,"1840 Hwy 133, Paonia, CO 81428",,0,6,"9,303"
2003,504591,Bowie Mine #2,Colorado,Delta,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Bowie Resources Ltd,"P.O. Box 483, Paonia, CO 81428",,"4,943,355",213,"490,071"
2003,503013,Mcclane Canyon Mine,Colorado,Garfield,Uinta Region,Active,Underground,Indepedent Producer Operator,Mine only,"Loadstar Energy, Inc","P.O. Box 70, Loma, CO 81524",,"287,183",20,"49,563"
2003,503672,West Elk Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Mountain Coal Company Llc,"P.O. Box 591, Somerset, CO 81434",,"6,490,688",320,"703,073"
2003,504452,Sanborn Creek Mine,Colorado,Gunnison,Uinta Region,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",,"494,482",119,"53,600"
2003,504674,Elk Creek Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",,"4,596,324",257,"492,650"
2003,500266,King Coal Mine,Colorado,La Plata,Western,Active,Underground,Indepedent Producer Operator,Mine only,"National King Coal, Llc","4424 County Road 120, Hesperus, CO 81326",,"393,945",57,"125,414"
2003,502838,Trapper Mine,Colorado,Moffat,Uinta Region,Active,Surface,Indepedent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union of Operation Engineers,"1,844,761",161,"325,546"
2003,502962,Colowyo Mine,Colorado,Moffat,Uinta Region,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,"4,998,615",306,"589,413"
2003,500299,New Horizon Mine,Colorado,Montrose,Western,Active,Surface,Indepedent Producer Operator,Mine only,Western Fuels-Colorado,"P.O. Box 628, Nucla, CO 81424",United Mine Workers of America,"352,859",26,"45,226"
2003,503505,Deserado Mine,Colorado,Rio Blanco,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers of America,"1,942,772",170,"340,773"
2003,500304,Seneca,Colorado,Routt,Uinta Region,Active,Surface,Operating Subsidiary,Mine only,Seneca Coal Company,"P.O. Box 670, Hayden, CO 81639",United Mine Workers of America,"1,457,481",104,"233,011"
2003,503836,Foidel Creek Mine,Colorado,Routt,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Twentymile Coal Company,"29515 Routt County Rd#27, Oak Creek, CO 80467",,"8,028,720",359,"707,769"
2003,1100588,Old Ed Mine No. 1,Illinois,Franklin,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Uco Energy, Corp.","7848 Horse Prairie Rd., Sesser, IL 62884",,0,6,"7,993"
2003,1100588,Old Ed Mine No. 1,Illinois,Franklin,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Uco Energy, Corp.","7848 Horse Prairie Rd., Sesser, IL 62884",,0,6,"7,993"
2003,1102751,I-1 Mine,Illinois,Gallatin,Illinois Basin,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Illinois Fuel Company Llc,"920 Gape Hollow Rd, Herod, IL 62947",International Union of Operation Engineers,"532,581",60,"156,027"
2003,1103017,Wildcat Hills Mine,Illinois,Gallatin,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Black Beauty Coal Company,"P.O. Box 312, Evansville, IN 47702",,"2,529,442",163,"402,017"
2003,1103119,N.A.A.M. No. 3,Illinois,Gallatin,Illinois Basin,"Active, men not working, not producing",Surface,Contractor,Mine only,North American Auger Mining In,"2405 North Broadway, Poteau, OK 74953",,"17,564",4,"2,372"
2003,1103020,Creek Paum Mine,Illinois,Jackson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"984 East Sugar Hill Rd, Ava, IL 62907",,"1,400,623",70,"164,923"
2003,1100601,Rend Lake,Illinois,Jefferson,Illinois Basin,Mine closed by MSHA,Surface,Operating Subsidiary,Preparation Plant,Consolidation Coal Company,"P O Box 566,state Rte 148n, Sesser, IL 62884",United Mine Workers of America,0,2,"5,182"
2003,1100601,Rend Lake,Illinois,Jefferson,Illinois Basin,Mine closed by MSHA,Underground,Operating Subsidiary,Preparation Plant,Consolidation Coal Company,"P O Box 566,state Rte 148n, Sesser, IL 62884",United Mine Workers of America,0,27,"50,974"
2003,1102668,Industry Mine,Illinois,Mcdonough,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"P.O. Box 4630, Springfield, IL 62708",United Mine Workers of America,"199,226",57,"112,632"
2003,1100726,No 1 Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Monterey Coal Company,"14300 Brushy Mound Rd, Carlinville, IL 62626",United Mine Workers of America,"3,008,333",353,"725,089"
2003,1102236,Crown Ii Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Co.,"P.O. Box 4630, Springfield, IL 62708",United Mine Workers of America,"1,368,273",186,"394,017"
2003,1102632,Crown Iii Mine,Illinois,Montgomery,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"P.O. Box 4630, Springfield, IL 62708",United Mine Workers of America,"2,169,104",240,"538,152"
2003,1103045,Red Hawk,Illinois,Perry,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,"Knight Hawk Coal, Llc","984 E. Sugar Road, Ava, IL 62907",,"375,255",24,"56,734"
2003,1102408,Zeigler #11 Mine,Illinois,Randolph,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Old Ben Coal Company,"P.O. Box 397, Coulterville, IL 62237",United Mine Workers of America,"2,557,319",249,"503,254"
2003,1102546,Central Cleaning Plant,Illinois,Randolph,Illinois Basin,Active,Underground,Operating Subsidiary,Preparation Plant,Old Ben Coal Company,"P. O. Box 369, Coulterville, IL 62237",United Mine Workers of America,0,31,"72,760"
2003,1101999,Randolph Prep Plant,Illinois,St Clair,Illinois Basin,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,Peabody Coal Company,"P.O. Box 148, Graham, KY 42344",,0,2,"5,280"
2003,1102636,Liberty Mine,Illinois,Saline,Illinois Basin,Active,Underground,Contractor,Mine only,Nubay Mining,"4270 North America Road, Galatia, IL 62935",United Mine Workers of America,"700,535",96,"236,053"
2003,1102752,Galatia Mine,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,"6,011,356",756,"1,836,723"
2003,1102879,Big Ridge Mine Prep Plant/Main,Illinois,Saline,Illinois Basin,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"P.O. Box 444, Harrisburg, IL 62946",International Brotherhood of Electrical Workers,0,3,"3,904"
2003,1102879,Big Ridge Mine Prep Plant/Main,Illinois,Saline,Illinois Basin,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"P.O. Box 444, Harrisburg, IL 62946",International Brotherhood of Electrical Workers,0,2,"3,904"
2003,1103054,Willow Lake Portal,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",AFL-,"2,854,152",307,"635,687"
2003,1103057,I-1 Underground Mine,Illinois,Saline,Illinois Basin,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,"Illinois Fuel Company, Llc","920 Gape Hollow Road, Herod, IL 62947",,"7,099",15,"10,058"
2003,1103098,Lakeside Synfuel Plant,Illinois,Saline,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Lakeside Synfuel, Llc","236 East Main St, Lexington, KY 40507",,0,12,"24,999"
2003,1103098,Lakeside Synfuel Plant,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Lakeside Synfuel, Llc","236 East Main St, Lexington, KY 40507",,0,11,"24,998"
2003,1103099,Willow Lake Central Preparatio,Illinois,Saline,Illinois Basin,Active,Surface,Operating Subsidiary,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",International Brotherhood of Electrical Workers,0,21,"48,796"
2003,1103099,Willow Lake Central Preparatio,Illinois,Saline,Illinois Basin,Active,Underground,Operating Subsidiary,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",International Brotherhood of Electrical Workers,0,29,"70,218"
2003,1102664,Elkhart Mine,Illinois,Sangamon,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Turris Coal Company,"8100 E. Main, Williamsville, IL 62693",,"2,133,495",218,"408,018"
2003,1102971,Riola #1 Mine - Riola Portal,Illinois,Vermilion,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Co,"414 S. Fares, Evansville, IN 47714",,"824,016",91,"212,827"
2003,1103060,Riola Mine Complex-Vermilion G,Illinois,Vermilion,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Co,"4500 N. 1500 E. Rd., Ridge Farm, IL 61870",,"961,756",127,"277,318"
2003,1100877,Wabash Mine,Illinois,Wabash,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Wabash Mine Holding Company,"P.O. Box 144, Keensburg, IL 62852",United Mine Workers of America,"1,567,367",230,"478,162"
2003,1103064,Friendsville Mine,Illinois,Wabash,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Vigo Coal Company Inc,"14649 Highway 41 North, Evansville, IN 47725",,"333,263",26,"87,166"
2003,1102662,Pattiki,Illinois,White,Illinois Basin,Permanently abandoned,Underground,Operating Subsidiary,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,"337,305",60,"151,957"
2003,1103058,Pattiki - Mine Ii,Illinois,White,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,"1,484,566",152,"343,951"
2003,1103092,Cambria #1,Illinois,Williamson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,S Coal Company,"274 Ashland Church Road, Clay, KY 42404",,"267,394",19,"41,139"
2003,1202294,Miller Creek Mine-Sugar Ridge,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"P. O. Box 312, Evansville, IN 47702",,"738,450",59,"144,361"
2003,1202300,Martz Mine,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"Rte 1, Box 29a, Lyons, IN 47443",,"344,622",18,"47,451"
2003,1201732,Craney Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",,"2,011,712",120,"330,984"
2003,1201946,Viking Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"Post Office Box 312, Evansville, IN 47702",,"1,442,699",120,"279,521"
2003,1202147,Francisco Mine,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"Post Office Box 312, Evansville, IN 47702",,"2,459,123",177,"466,128"
2003,1202207,Somerville,Indiana,Gibson,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,United Minerals Company Llc,"P.O. Box 400, Huntingburg, IN 47542",,"2,664,193",102,"316,768"
2003,1202215,Gibson Mine,Indiana,Gibson,Illinois Basin,Active,Underground,Contractor,Mine and Preparation Plant,Gibson County Coal Llc,"R. R. 3, Lyle Station Rd, Princeton, IN 47670",,"2,447,750",230,"587,385"
2003,1202258,Somerville Central Mine,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,". P O Box 312, Evansville, IN 47702",,"3,323,547",162,"399,575"
2003,1202295,"Francisco Mine, Underground Pi",Indiana,Gibson,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine only,Black Beauty Coal Co,"P.O. Box 312, Evansville, IN 47702",,"38,450",41,"20,987"
2003,1202296,Discovery,Indiana,Gibson,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,United Minerals Company Llc,"P.O. Box 400, Huntingburg, IN 47542",,"1,329,785",59,"184,179"
2003,1202317,Gibson #1,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Pc Illinois Synthetic Fuel #2,","3211-D Frederica Street, Owensboro, KY 42301",,0,15,"32,492"
2003,1202317,Gibson #1,Indiana,Gibson,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Pc Illinois Synthetic Fuel #2,","3211-D Frederica Street, Owensboro, KY 42301",,0,1,"1,710"
2003,1202324,Hazleton Mine,Indiana,Gibson,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine only,"White River Coal, Inc.","11700 Water Tank Rd, Cynthiana, IN 47612",,"527,014",61,"130,984"
2003,1202097,Switz City,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,Triad Mining Inc,"R. R. #1, Box 29a, Lyons, IN 47443",,0,8,"17,609"
2003,1202268,Lyons Mine,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc.,"Rte 1, Box 29a, Lyons, IN 47443",,"5,177",11,"6,435"
2003,1202299,Newberry Mine,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"Rte 1, Box 29a, Lyons, IN 47443",,"332,071",17,"41,684"
2003,1202010,Air Quality #1 Mine,Indiana,Knox,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"3609 South Hart Street, Vincennes, IN 47591",,"1,879,831",233,"589,618"
